FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
"Tonari no Totoro - Hey, Let's Go by Sonya Isaacs",medium,medium,Tonari no Totoro,My Neighbor Totoro,Spring 1988,"Hey, Let's Go",Sonya Isaacs,71,"120,633",,,,,Adventure; Fantasy; Slice of Life; Supernatural,Family Life; Primarily Child Cast; Rural; Youkai; Wilderness; Female Protagonist
Amagi Brilliant Park - Extra Magic Hour by AKINO with bless4,easy,easy,Amagi Brilliant Park,Amagi Brilliant Park,Fall 2014,Extra Magic Hour,AKINO with bless4,70,"89,784",,,,,Comedy; Fantasy,Ensemble Cast; Work; Fairy; Magic; Male Protagonist; Curses; Amnesia; Economics; Urban Fantasy
Beastars - Kaibutsu by YOASOBI,easy,easy,Beastars,Beastars,Winter 2021,Kaibutsu,YOASOBI,70,"87,072",,,,,Drama; Mystery; Psychological; Romance; Slice of Life,Anthropomorphism; Coming of Age; Animals; Cannibalism; Full CGI; Primarily Teen Cast; School; Male Protagonist; Boarding School; CGI; Psychosexual
Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation - Never Say Never by TKDz2b,easy,easy,Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation,Danganronpa The Animation,Summer 2013,Never Say Never,TKDz2b,70,"88,344",,,,,Horror; Mystery; Psychological; Sci-Fi; Thriller,Death Game; Battle Royale; Tragedy; Survival; Detective; Dystopian; Memory Manipulation; Amnesia
Drifters - Gospel Of The Throttle Kyouhon REMIX ver. by Minutes Til Midnight,easy,easy,Drifters,Drifters,Fall 2016,Gospel Of The Throttle Kyouhon REMIX ver.,Minutes Til Midnight,70,"90,024",,,,,Action; Adventure; Comedy; Fantasy,Isekai; Historical; War; Male Protagonist; Samurai; Gore; Anachronism; Swordplay; Seinen; Anti-Hero
Dungeon ni Deai o Motomeru no wa Machigatteiru Darou ka - Hey World by Yuka Iguchi,easy,easy,Dungeon ni Deai o Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Spring 2015,Hey World,Yuka Iguchi,70,"89,544",,,,,Adventure; Comedy; Ecchi; Fantasy; Romance,Tomboy; Nudity; Meta; Aliens
"Gamers! - GAMERS! by Hisako Kanemoto, Manaka Iwami, Rumi Ookubo",medium,easy,Gamers!,Gamers!,Summer 2017,GAMERS!,"Hisako Kanemoto, Manaka Iwami, Rumi Ookubo",70,"89,496",,,,,Comedy; Drama; Romance; Slice of Life,Love Triangle; Video Games; School; Parody
Kimetsu no Yaiba Yuukaku-hen - Zankyou Sanka by Aimer,easy,easy,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,Fall 2021,Zankyou Sanka,Aimer,70,"86,256",,,,,Action; Adventure; Fantasy; Supernatural,Demons; Swordplay; Shounen; Male Protagonist; Oiran; Curses; Revenge
Kyoukai no Kanata - Kyoukai no Kanata by Minori Chihara,medium,easy,Kyoukai no Kanata,Beyond the Boundary,Fall 2013,Kyoukai no Kanata,Minori Chihara,70,"87,96",,,,,Action; Drama; Fantasy; Slice of Life; Supernatural,Super Power; Urban Fantasy; Demons; School; Primarily Teen Cast
Made in Abyss - Underground River (opening version) by Kevin Penkin ft.Raj Ramayya,easy,easy,Made in Abyss,Made in Abyss,Summer 2017,Underground River (opening version),Kevin Penkin ft.Raj Ramayya,70,"109,008",,,,,Adventure; Drama; Fantasy; Horror; Mystery; Sci-Fi,Survival; Primarily Child Cast; Environmental; Travel; Chibi; Body Horror; Tragedy; Outdoor Activities; Lost Civilization; Dungeon; Philosophy; Seinen
Nichijou - Hyadain no Joujou Yuujou by Hyadain,easy,easy,Nichijou,Nichijou: My Ordinary Life,Spring 2011,Hyadain no Joujou Yuujou,Hyadain,70,"88,488",,,,,Comedy; Slice of Life,Surreal Comedy; Episodic; Slapstick; School; Female Protagonist; Ensemble Cast; Primarily Female Cast; Primarily Teen Cast; Achronological Order; Parody
Nichijou - Hyadain no Kakakata☆Kataomoi-C by Hyadain,easy,easy,Nichijou,Nichijou: My Ordinary Life,Spring 2011,Hyadain no Kakakata☆Kataomoi-C,Hyadain,70,"87,816",,,,,Comedy; Slice of Life,Surreal Comedy; Episodic; Slapstick; School; Female Protagonist; Ensemble Cast; Primarily Female Cast; Primarily Teen Cast; Achronological Order; Parody
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e - Caste Room by ZAQ,easy,easy,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,Summer 2017,Caste Room,ZAQ,70,"89,448",,,,,Drama; Psychological,School; Ensemble Cast; Coming of Age; Anti-Hero; Primarily Teen Cast; Male Protagonist; Philosophy; Survival
Hagane no Renkinjutsushi Brotherhood - Golden Time Lover by Sukima Switch,medium,medium,Hagane no Renkinjutsushi: Brotherhood,Fullmetal Alchemist: Brotherhood,Spring 2009,Golden Time Lover,Sukima Switch,70,"88,872",,,,,,
Hagane no Renkinjutsushi Brotherhood - Rain by SID,medium,medium,Hagane no Renkinjutsushi: Brotherhood,Fullmetal Alchemist: Brotherhood,Spring 2009,Rain,SID,70,"89,136",,,,,,
Serial Experiments Lain - DUVET by BOA,medium,medium,Serial Experiments Lain,Serial Experiments Lain,Summer 1998,DUVET,BOA,70,"101,544",,,,,Drama; Mystery; Psychological; Sci-Fi; Supernatural,Denpa; Virtual World; Philosophy; Dissociative Identities; Augmented Reality; Female Protagonist; Memory Manipulation; Software Development; Artificial Intelligence; Cyberpunk; Gods; Cosmic Horror
Soul Eater - resonance by T.M.Revolution,medium,medium,Soul Eater,Soul Eater,Spring 2008,resonance,T.M.Revolution,70,"89,232",,,,,Action; Adventure; Comedy; Fantasy; Supernatural,Super Power; Ensemble Cast; Shounen; Magic; School; Female Protagonist; Witch
Ansatsu Kyoushitsu - Jiriki Hongan Revolution by 3-nen E-gumi Utatan,medium,easy,Ansatsu Kyoushitsu,Assassination Classroom,Winter 2015,Jiriki Hongan Revolution,3-nen E-gumi Utatan,69,"89,496",,,,,Action; Comedy; Drama; Supernatural,Assassins; School; Teacher; Primarily Teen Cast; Shounen; Ensemble Cast
Inuyashiki Last Hero - My Hero by MAN WITH A MISSION,easy,easy,Inuyashiki Last Hero,Inuyashiki Last Hero,Fall 2017,My Hero,MAN WITH A MISSION,69,"90,096",,,,,Action; Drama; Psychological; Sci-Fi,Tragedy; Super Power; Seinen; Cyborg; Elderly Protagonist; Male Protagonist; CGI; Urban Fantasy; Robots; Anti-Hero; Crime; Urban; Gore
JoJo no Kimyou na Bouken Diamond wa Kudakenai - Crazy Noisy Bizarre Town by THE DU,easy,easy,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,Spring 2016,Crazy Noisy Bizarre Town,THE DU,69,"71,28",,,,,Action; Adventure; Drama; Mystery; Supernatural,Super Power; Urban Fantasy; Time Loop; Urban; Male Protagonist; Shounen
Mob Psycho 100 III - 1 by MOB CHOIR,easy,easy,Mob Psycho 100 III,Mob Psycho 100 III,Fall 2022,1,MOB CHOIR,69,"88,296",,,,,Action; Comedy; Drama; Psychological; Slice of Life; Supernatural,Coming of Age; Super Power; Urban Fantasy; Philosophy; Cult; Dissociative Identities; Shounen
Shingeki no Kyojin Season 3 - Shoukei to Shikabane no Michi by Linked Horizon,easy,easy,Shingeki no Kyojin Season 3,Attack on Titan Season 3,Spring 2019,Shoukei to Shikabane no Michi,Linked Horizon,69,"88,032",,,,,Action; Drama; Fantasy; Mystery,Conspiracy; Military; Tragedy; Shapeshifting; Politics; Memory Manipulation; Dystopian; Male Protagonist; Fugitive; Revenge; Henshin
Shingeki no Kyojin The Final Season - The Rumbling by SiM,easy,easy,Shingeki no Kyojin: The Final Season,Attack on Titan Final Season,Winter 2022,The Rumbling,SiM,69,"89,256",,,,,Action; Drama; Fantasy; Mystery,War; Tragedy; Military; Kaiju; Revenge; Anti-Hero; Politics; Dystopian; Time Skip; Ensemble Cast; Survival; Shapeshifting; Male Protagonist; Swordplay; Henshin; Coastal; Steampunk; Shounen; Primarily Male Cast; Super Power; Primarily Adult Cast; Terrorism; Conspiracy; Espionage
Sword Art Online Alicization - ADAMAS by LiSA,easy,easy,Sword Art Online: Alicization,Sword Art Online: Alicization,Fall 2018,ADAMAS,LiSA,69,"88,752",,,,,Action; Adventure; Fantasy,Virtual World; Tragedy; Male Protagonist; Swordplay; Memory Manipulation; Artificial Intelligence; Isekai; Time Skip; Heterosexual
Teekyuu - Qunka! by Kana Hanazawa,easy,easy,Teekyuu,Teekyuu,Summer 2015,Qunka!,Kana Hanazawa,69,"30,072",,,,,Comedy; Slice of Life; Sports,Surreal Comedy; Episodic; Meta; School Club; Parody
Vinland Saga - MUKANJYO by Survive Said The Prophet,easy,easy,Vinland Saga,Vinland Saga,Summer 2019,MUKANJYO,Survive Said The Prophet,69,"89,136",,,,,Action; Adventure; Drama,Vikings; Revenge; Foreign; Historical; War; Philosophy; Male Protagonist; Coming of Age; Tragedy; Seinen; Primarily Male Cast; Military; Politics; Anti-Hero; Swordplay; Primarily Adult Cast; Travel; Gore; Medieval
Ookami to Koushinryou - Tabi no Tochuu by Natsumi Kiyoura,medium,medium,Ookami to Koushinryou,Spice and Wolf,Winter 2008,Tabi no Tochuu,Natsumi Kiyoura,69,"88,032",,,,,Adventure; Fantasy; Romance; Slice of Life,Economics; Male Protagonist; Work; Primarily Adult Cast; Historical; Agriculture; Kemonomimi; Religion; Medieval; Female Protagonist; Monster Girl
Suzumiya Haruhi no Yuuutsu - Bouken Desho Desho by Aya Hirano,medium,medium,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,Spring 2006,Bouken Desho Desho?,Aya Hirano,69,"89,04",,,,,Comedy; Mystery; Sci-Fi; Slice of Life; Supernatural,School Club; Achronological Order; Urban Fantasy; Gods; School; Primarily Teen Cast; Time Manipulation; Meta; Aliens; Alternate Universe
Yuu☆Yuu☆Hakusho - Hohoemi no Bakudan by Matsuko Mawatari,medium,medium,Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,Fall 1992,Hohoemi no Bakudan,Matsuko Mawatari,69,"82,536",,,,,Action; Adventure; Comedy; Supernatural,Coming of Age; Shounen; Demons; Philosophy; Super Power; Delinquents; Urban Fantasy; Martial Arts; Male Protagonist; Afterlife; Primarily Male Cast
Aho-Girl - Zenryoku☆Summer! by angela,easy,easy,Aho-Girl,Aho-Girl,Summer 2017,Zenryoku☆Summer!,angela,68,"59,544",,,,,Comedy; Romance,Slapstick; Female Protagonist; Primarily Female Cast
Akame ga Kill! - Liar Mask by Rika Mayama,easy,easy,Akame ga Kill!,Akame ga Kill!,Summer 2014,Liar Mask,Rika Mayama,68,"89,544",,,,,Action; Adventure; Drama; Fantasy; Horror; Psychological; Thriller,Assassins; Tragedy; Shounen; Politics; Gore; Crime; Primarily Adult Cast; Henshin; Swordplay; Revenge
Ansatsu Kyoushitsu Final Season - QUESTION by 3-nen E-gumi Utatan,easy,easy,Ansatsu Kyoushitsu Final Season,Assassination Classroom Second Season,Winter 2016,QUESTION,3-nen E-gumi Utatan,68,"89,424",,,,,,
Bleach - ~Asterisk~ by ORANGE RANGE,easy,medium,Bleach,Bleach,Fall 2004,*~Asterisk~,ORANGE RANGE,68,"89,04",,,,,Action; Adventure; Supernatural,Swordplay; Super Power; Shounen; Afterlife; Ghost; Male Protagonist; Demons; Exorcism; Urban Fantasy
Gakuen Mokushiroku Highschool of the Dead - HIGHSCHOOL OF THE DEAD by Kishida Kyoudan THE Akeboshi Rockets,easy,easy,Gakuen Mokushiroku: Highschool of the Dead,High School of the Dead,Summer 2010,HIGHSCHOOL OF THE DEAD,Kishida Kyoudan &THE Akeboshi Rockets,68,"89,736",,,,,Action; Drama; Ecchi; Horror; Romance; Supernatural,Zombie; Survival; Pandemic; Gore; Male Protagonist; Conspiracy; Ensemble Cast; Body Horror
Kakegurui×× - Kono Yubi Tomare by JUNNA,medium,easy,Kakegurui××,Kakegurui××,Winter 2019,Kono Yubi Tomare,JUNNA,68,"89,832",,,,,Drama; Mystery; Psychological,Gambling; School; Female Protagonist; Primarily Female Cast; Revenge; Anti-Hero; Twins; Primarily Teen Cast
Kill la Kill - Sirius by Eir Aoi,easy,easy,Kill la Kill,Kill la Kill,Fall 2013,Sirius,Eir Aoi,68,"89,424",,,,,Action; Comedy; Ecchi,Henshin; Female Protagonist; Revenge; Class Struggle; Psychosexual; Nudity; Parody; Surreal Comedy; Tomboy; Dystopian; Super Power; Coming of Age; Aliens
Kono Subarashii Sekai ni Shukufuku o! 3 - Growing Up by Machico,easy,easy,Kono Subarashii Sekai ni Shukufuku o! 3,KONOSUBA: God's Blessing on This Wonderful World! 3,Spring 2024,Growing Up,Machico,68,"89,055",,,,,Action; Adventure; Comedy; Ecchi; Fantasy,Chuunibyou; Isekai; Gods; Ensemble Cast; Primarily Female Cast
Love Live! School Idol Project - Bokura wa Ima no Naka de by μ's,easy,easy,Love Live! School Idol Project,Love Live! School Idol Project,Winter 2013,Bokura wa Ima no Naka de,μ's,68,"89,522",,,,,Music; Slice of Life,Idol; Dancing; Primarily Female Cast; School Club; Ensemble Cast; School; Female Protagonist; Cute Girls Doing Cute Things
Sword Art Online II - IGNITE by Eir Aoi,easy,easy,Sword Art Online II,Sword Art Online II,Summer 2014,IGNITE,Eir Aoi,68,"90,024",,,,,Action; Adventure; Fantasy; Sci-Fi,Virtual World; Video Games; Primarily Female Cast; Male Protagonist; Battle Royale; Guns
Yofukashi no Uta - Daten by Creepy Nuts,easy,easy,Yofukashi no Uta,Call of the Night,Summer 2022,Daten,Creepy Nuts,68,"88,032",,,,,Comedy; Psychological; Romance; Slice of Life; Supernatural,Vampire; Urban Fantasy; Urban; Male Protagonist; Heterosexual; Aromantic; Coming of Age; Female Protagonist
Zankyou no Terror - Trigger by Yuuki Ozaki(from Galileo Galilei),medium,easy,Zankyou no Terror,Terror in Resonance,Summer 2014,Trigger,Yuuki Ozaki(from Galileo Galilei),68,"89,76",,,,,Drama; Mystery; Psychological; Thriller,Terrorism; Anti-Hero; Detective; Tragedy; Crime; Revenge; Male Protagonist; Orphan
Digimon Adventure - Butter-Fly by Kouji Wada,medium,medium,Digimon Adventure,Digimon Adventure,Winter 1999,Butter-Fly,Kouji Wada,68,"93,552",,,,,Action; Adventure; Comedy; Drama; Fantasy; Sci-Fi,Isekai; Virtual World; Coming of Age; Primarily Child Cast; Ensemble Cast; Artificial Intelligence; Kaiju; Kids; Proxy Battle; Henshin
Pocket Monsters - Mezase Pokemon Master by Rica Matsumoto,medium,medium,Pocket Monsters,Pokémon,Spring 1997,Mezase Pokemon Master,Rica Matsumoto,68,"84,024",,,,,Action; Adventure; Comedy; Fantasy,Travel; Animals; Creature Taming; Primarily Child Cast; Kids; Episodic; Proxy Battle; Male Protagonist
Pocket Monsters - Pokémon Johto by Johto,medium,medium,Pocket Monsters,Pokémon,Spring 1997,Pokémon Johto,Johto,68,"64,44",,,,,Action; Adventure; Comedy; Fantasy,Travel; Animals; Creature Taming; Primarily Child Cast; Kids; Episodic; Proxy Battle; Male Protagonist
BNA - Ready to by Sumire Morohoshi,easy,easy,BNA,Brand New Animal,Spring 2020,Ready to,Sumire Morohoshi,67,60,,,,,Action; Comedy; Fantasy,Animals; Anthropomorphism; Shapeshifting; Kemonomimi; Conspiracy; Female Protagonist; Urban Fantasy; Politics
Date A Live - Date A Live by sweet ARMS,medium,easy,Date A Live,Date A Live,Spring 2013,Date A Live,sweet ARMS,67,"102,528",,,,,Action; Comedy; Ecchi; Fantasy; Mecha; Romance; Sci-Fi,Heterosexual; Female Harem; Henshin; Male Protagonist; Super Power; Urban Fantasy; Urban; Primarily Teen Cast
High School DxD - Trip -innocent of D- by Larval Stage Planning,easy,easy,High School DxD,High School DxD,Winter 2012,Trip -innocent of D-,Larval Stage Planning,67,"89,112",,,,,Action; Comedy; Ecchi; Fantasy; Romance,Nudity; Large Breasts; Female Harem; Primarily Female Cast; Male Protagonist; Heterosexual; Urban Fantasy
Kaijuu 8-gou - Abyss by YUNGBLUD,easy,easy,Kaijuu 8-gou,Kaiju No. 8,Spring 2024,Abyss,YUNGBLUD,67,"88,24",,,,,Action; Sci-Fi,Kaiju; Monster Boy; Shapeshifting; Male Protagonist; Super Power; Urban Fantasy; Henshin; Shounen
K-On!! - GO! GO! MANIAC by Ho-Kago Tea Time,easy,easy,K-On!!,K-On! Season 2,Spring 2010,GO! GO! MANIAC,Ho-Kago Tea Time,67,"89,339",,,,,Comedy; Music; Slice of Life,Cute Girls Doing Cute Things; School Club; Primarily Female Cast; Female Protagonist; Band; Coming of Age; Ensemble Cast; Primarily Teen Cast; School; Food; Episodic
Mushoku Tensei Isekai Ittara Honki Dasu - Mezame no Uta by Yuiko Ohara,easy,easy,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,Winter 2021,Mezame no Uta,Yuiko Ohara,67,"88,128",,,,,Adventure; Drama; Ecchi; Fantasy,Isekai; Reincarnation; Magic; Male Protagonist; Rehabilitation; Coming of Age; Travel; Age Regression
ReZero kara Hajimeru Isekai Seikatsu - Long shot by Mayu Maeshima,easy,easy,Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero: Starting Life in Another World,Winter 2021,Long shot,Mayu Maeshima,67,"89,544",,,,,Action; Adventure; Drama; Fantasy; Psychological; Romance; Thriller,Time Manipulation; Isekai; Time Loop; Tragedy; Alternate Universe; Male Protagonist; Witch; Magic
"Teekyuu - Tsuppari-kun vs Sekitori-man by Yui Watanabe, Suzuko Mimori, Kyoko Narumi, Kana Hanazawa",medium,easy,Teekyuu,Teekyuu,Winter 2016,Tsuppari-kun vs Sekitori-man,"Yui Watanabe, Suzuko Mimori, Kyoko Narumi, Kana Hanazawa",67,"29,952",,,,,Comedy; Slice of Life; Sports,Surreal Comedy; Episodic; Meta; School Club; Parody
Tsukimonogatari - Orange Mint by Saori Hayami,medium,easy,Tsukimonogatari,Tsukimonogatari,Fall 2014,Orange Mint,Saori Hayami,67,"89,952",,,,,Comedy; Ecchi; Mystery; Supernatural,Philosophy; Urban Fantasy; Vampire; Coming of Age; Incest; Feet; Snowscape
Mahoutsukai Sally - Mahoutsukai Sally by Hiroko Asakawa,medium,medium,Mahoutsukai Sally,Mahoutsukai Sally,Fall 1989,Mahoutsukai Sally,Hiroko Asakawa,67,"79,032",,,,,Comedy; Mahou Shoujo,Magic; Shoujo; Witch
One Piece - Uuuuus! by Hiroshi Kitadani,medium,medium,One Piece,One Piece,Fall 1999,Uuuuus!,Hiroshi Kitadani,67,"88,656",,,,,Action; Adventure; Comedy; Drama; Fantasy,Pirates; Travel; Ensemble Cast; Shounen; Super Power; Found Family; Male Protagonist; Conspiracy; Slapstick; Ships; Tragedy; Time Skip; Slavery; War; Politics
One Piece - We Go! by Hiroshi Kitadani,medium,medium,One Piece,One Piece,Fall 1999,We Go!,Hiroshi Kitadani,67,"148,944",,,,,Action; Adventure; Comedy; Drama; Fantasy,Pirates; Travel; Ensemble Cast; Shounen; Super Power; Found Family; Male Protagonist; Conspiracy; Slapstick; Ships; Tragedy; Time Skip; Slavery; War; Politics
Tetsuwan Atom - Tetsuwan Atom by Kamitakada Shounen Gasshou-dan,medium,medium,Tetsuwan Atom,Astro Boy,Winter 1963,Tetsuwan Atom,Kamitakada Shounen Gasshou-dan,67,"73,064",,,,,Action; Adventure; Mecha; Sci-Fi,Robots
Toaru Kagaku no Railgun - only my railgun by fripSide,medium,medium,Toaru Kagaku no Railgun,A Certain Scientific Railgun,Fall 2009,only my railgun,fripSide,67,"89,88",,,,,Action; Fantasy; Sci-Fi,Super Power; Urban; Primarily Female Cast; Tomboy; Urban Fantasy; Female Protagonist; Boarding School
Akiba Meido Sensou - Maid Daikaiten by Ton Tokoton Staff Ichidou,medium,easy,Akiba Meido Sensou,Akiba Maid War,Fall 2022,Maid Daikaiten,Ton Tokoton Staff Ichidou,66,"89,184",,,,,Action; Comedy; Drama,Yakuza; Maids; Primarily Female Cast; Crime; Gangs; Female Protagonist; Work; Restaurant; Urban; Primarily Adult Cast; Parody; Guns; Surreal Comedy; Tragedy; Otaku Culture; Found Family; Revenge; Gore
Ao no Exorcist - CORE PRIDE by UVERworld,easy,easy,Ao no Exorcist,Blue Exorcist,Spring 2011,CORE PRIDE,UVERworld,66,"89,616",,,,,Action; Fantasy; Supernatural,Demons; Super Power; Shounen; Youkai; Exorcism; Male Protagonist; Twins; Religion
Dr. Stone - Sangenshoku by PELICAN FANCLUB,medium,easy,Dr. Stone,Dr. Stone,Summer 2019,Sangenshoku,PELICAN FANCLUB,66,"89,544",,,,,Action; Adventure; Comedy; Sci-Fi,Post-Apocalyptic; Survival; Lost Civilization; Educational; Time Skip; Male Protagonist; Shounen; Environmental
Fumetsu no Anata e - PINK BLOOD by Hikaru Utada,easy,easy,Fumetsu no Anata e,To Your Eternity,Spring 2021,PINK BLOOD,Hikaru Utada,66,"87,576",,,,,Adventure; Drama; Fantasy; Psychological; Supernatural,Shapeshifting; Tragedy; Coming of Age; Rural; Philosophy; Travel
"Gate Jieitai Kanochi nite, Kaku Tatakaeri - GATE~Sore wa Akatsuki no You ni~ by Kishida Kyoudan THE Akeboshi Rockets",easy,easy,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Gate,Summer 2015,GATE~Sore wa Akatsuki no You ni~,Kishida Kyoudan &THE Akeboshi Rockets,66,"90,018",,,,,Action; Adventure; Fantasy,Military; Isekai; War; Alternate Universe; Politics; Male Protagonist
Golden Time - The♡World's♡End by Yui Horie,medium,easy,Golden Time,Golden Time,Fall 2013,The♡World's♡End,Yui Horie,66,"90,048",,,,,Comedy; Fantasy,
JoJo no Kimyou na Bouken Diamond wa Kudakenai - Crazy Noisy Bizarre Town ~EDM arrange Ver.~ by THE DU,easy,easy,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,Spring 2016,Crazy Noisy Bizarre Town ~EDM arrange Ver.~,THE DU,66,"72,024",,,,,Action; Adventure; Drama; Mystery; Supernatural,Super Power; Urban Fantasy; Time Loop; Urban; Male Protagonist; Shounen
Koutetsujou no Kabaneri - KABANERI OF THE IRON FORTRESS by EGOIST,medium,easy,Koutetsujou no Kabaneri,Kabaneri of the Iron Fortress,Spring 2016,KABANERI OF THE IRON FORTRESS,EGOIST,66,"87,432",,,,,Action; Drama; Fantasy; Horror; Supernatural,Zombie; Steampunk; Post-Apocalyptic; Trains; Tragedy; Guns; Travel; Pandemic
Kuroko no Basuke - Hengenjizai no Magical Star by GRANRODEO,medium,easy,Kuroko no Basuke,Kuroko's Basketball,Fall 2013,Hengenjizai no Magical Star,GRANRODEO,66,"88,824",,,,,Comedy; Sports,Basketball; Male Protagonist; Shounen; Primarily Male Cast
Nisekoi - CLICK by ClariS,medium,easy,Nisekoi,Nisekoi,Winter 2014,CLICK,ClariS,66,"89,544",,,,,Comedy; Romance; Slice of Life,Love Triangle; Female Harem; Primarily Female Cast; Male Protagonist; Tsundere; School; Slapstick; Heterosexual; Coming of Age; Female Protagonist
Persona 5 the Animation - Dark Sun... by Lyn,medium,easy,Persona 5 the Animation,Persona 5 the Animation,Spring 2018,Dark Sun...,Lyn,66,"87,589",,,,,Action; Fantasy; Supernatural,Henshin; Super Power; Male Protagonist; Delinquents
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai - B Chiku Sentai SOX by SOX,easy,easy,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,Summer 2015,B Chiku Sentai SOX,SOX,66,"89,736",,,,,Comedy; Ecchi,Satire; Politics; Hypersexuality; School; Dystopian; Terrorism; Parody; Crime; Male Protagonist; LGBTQ+ Themes; Female Protagonist; Yandere; Nudity
Shinchou Yuusha Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru - TIT FOR TAT by MYTH  ROID,easy,easy,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Cautious Hero: The Hero Is Overpowered But Overly Cautious,Fall 2019,TIT FOR TAT,MYTH & ROID,66,"89,548",,,,,Action; Adventure; Comedy; Fantasy,Isekai; Parody; Magic; Gods; Cultivation; Tragedy; Medieval; Reincarnation; Demons; Male Protagonist; Anti-Hero
Tokyo Revengers - Cry Baby by Official HIGE DANdism,easy,easy,Tokyo Revengers,Tokyo Revengers,Spring 2021,Cry Baby,Official HIGE DANdism,66,"89,448",,,,,Action; Drama; Romance; Supernatural,Gangs; Delinquents; Time Manipulation; Age Regression; Male Protagonist; Tragedy; Primarily Male Cast; Urban; Crime; Ensemble Cast; Alternate Universe; Revenge; Shounen
Bakemonogatari - staple stable by Chiwa Saito,medium,medium,Bakemonogatari,Bakemonogatari,Summer 2009,staple stable,Chiwa Saito,66,"88,536",,,,,Comedy; Drama; Mystery; Psychological; Romance; Supernatural,Youkai; Ensemble Cast; Urban Fantasy; Kuudere; Male Protagonist; Surreal Comedy; Philosophy; Coming of Age; Ghost; Vampire; Primarily Female Cast
Black Lagoon - Red fraction by MELL,medium,medium,Black Lagoon,Black Lagoon,Spring 2006,Red fraction,MELL,66,"85,56",,,,,Action; Adventure; Drama; Thriller,Crime; Guns; Seinen; Primarily Adult Cast; Pirates; Anti-Hero; Gangs; Ensemble Cast; Travel; Mafia
Hagane no Renkinjutsushi Brotherhood - Period by CHEMISTRY,medium,medium,Hagane no Renkinjutsushi: Brotherhood,Fullmetal Alchemist: Brotherhood,Spring 2009,Period,CHEMISTRY,66,"89,16",,,,,,
Trigun - H.T. by Tsuneo Imahori,medium,medium,Trigun,Trigun,Spring 1998,H.T.,Tsuneo Imahori,66,"90,432",,,,,Action; Adventure; Comedy; Drama; Sci-Fi,Guns; Fugitive; Male Protagonist; Philosophy; Cowboys; Primarily Adult Cast; Post-Apocalyptic; Tragedy; Crime; Travel; Desert
Zero no Tsukaima - First kiss by ICHIKO,medium,medium,Zero no Tsukaima,The Familiar of Zero,Summer 2006,First kiss,ICHIKO,66,"89,28",,,,,Action; Adventure; Comedy; Ecchi; Fantasy; Romance,Isekai; Magic; Tsundere; Swordplay; Heterosexual
Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation - Monokuma Ondo by Sachiko Kobayashi feat. Nobuyo Ooyama,medium,easy,Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation,Danganronpa The Animation,Summer 2013,Monokuma Ondo,Sachiko Kobayashi feat. Nobuyo Ooyama,65,"89,256",,,,,Horror; Mystery; Psychological; Sci-Fi; Thriller,Death Game; Battle Royale; Tragedy; Survival; Detective; Dystopian; Memory Manipulation; Amnesia
"Isekai Quartet 2 - Isekai Showtime by Satoshi Hino, Jun Fukushima, Yuusuke Kobayashi, Aoi Yuuki",medium,easy,Isekai Quartet 2,Isekai Quartet 2,Winter 2020,Isekai Showtime,"Satoshi Hino, Jun Fukushima, Yuusuke Kobayashi, Aoi Yuuki",65,"88,92",,,,,Comedy; Fantasy; Slice of Life,Crossover; Isekai; Ensemble Cast; Chibi; Parody; School; Urban Fantasy
JoJo no Kimyou na Bouken Diamond wa Kudakenai - Great Days by Karen Aoki・Daisuke Hasegawa,easy,easy,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond Is Unbreakable,Spring 2016,Great Days,Karen Aoki・Daisuke Hasegawa,65,"80,232",,,,,Action; Adventure; Drama; Mystery; Supernatural,Super Power; Urban Fantasy; Time Loop; Urban; Male Protagonist; Shounen
