FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Overlord III - VORACITY by MYTH  ROID,easy,easy,Overlord III,Overlord III,Summer 2018,VORACITY,MYTH & ROID,79,"88,392",,,,,Action; Adventure; Fantasy,Isekai; Anti-Hero; Magic; Skeleton; Super Power; War; Medieval; Kingdom Management; Male Protagonist; Politics; Ensemble Cast; Demons
Tengen Toppa Gurren Lagann - Sora-iro Days by Shoko Nakagawa,easy,easy,Tengen Toppa Gurren Lagann,Gurren Lagann,Spring 2007,Sora-iro Days,Shoko Nakagawa,79,"88,704",,,,,Action; Comedy; Drama; Mecha; Romance; Sci-Fi,Super Robot; Coming of Age; Found Family; Male Protagonist; Dystopian; Post-Apocalyptic; Space Opera; Tragedy
Another - Kyoumu Densen by ALI PROJECT,easy,easy,Another,Another,Winter 2012,Kyoumu Densen,ALI PROJECT,78,"90,014",,,,,Horror; Mystery; Psychological; Supernatural; Thriller,Tragedy; Gore; School; Memory Manipulation; Primarily Teen Cast; Urban Fantasy; Survival; Curses; Rural
Beastars - Wild Side by ALI,easy,easy,Beastars,Beastars,Fall 2019,Wild Side,ALI,78,"89,04",,,,,Drama; Mystery; Psychological; Romance; Slice of Life,Anthropomorphism; Coming of Age; Animals; Cannibalism; Full CGI; Primarily Teen Cast; School; Male Protagonist; Boarding School; CGI; Psychosexual
Charlotte - Bravely You by Lia,easy,easy,Charlotte,Charlotte,Summer 2015,Bravely You,Lia,78,"90,528",,,,,Comedy; Drama; Romance; Sci-Fi; Supernatural,Super Power; Time Manipulation; Tragedy; Urban Fantasy; Primarily Teen Cast; Male Protagonist; School Club; Body Swapping; School; Urban
Dandadan - Otonoke by Creepy Nuts,easy,easy,Dandadan,Dandadan,Fall 2024,Otonoke,Creepy Nuts,78,"89,604",,,,,Action; Comedy; Drama; Romance; Sci-Fi; Supernatural,Urban Fantasy; Youkai; Ghost; Aliens; Super Power; Surreal Comedy; Primarily Teen Cast; Shounen; Henshin
Goblin Slayer - Rightfully by Mili,easy,easy,Goblin Slayer,Goblin Slayer,Fall 2018,Rightfully,Mili,78,"89,544",,,,,Action; Adventure; Fantasy,Goblin; Revenge; Gore; Tragedy; Male Protagonist
Higurashi no Naku Koro ni - Higurashi no Naku Koro ni by Eiko Shimamiya,easy,easy,Higurashi no Naku Koro ni,When They Cry,Spring 2006,Higurashi no Naku Koro ni,Eiko Shimamiya,78,"90,096",,,,,Horror; Mystery; Psychological; Supernatural; Thriller,Denpa; Time Loop; Alternate Universe; Ensemble Cast; Time Manipulation; Tragedy; Rural; Conspiracy; Achronological Order; Gore; Chibi
Kiznaiver - LAY YOUR HANDS ON ME by BOOM BOOM SATELLITES,easy,easy,Kiznaiver,Kiznaiver,Spring 2016,LAY YOUR HANDS ON ME,BOOM BOOM SATELLITES,78,"89,966",,,,,Drama; Romance; Sci-Fi,Ensemble Cast; Primarily Teen Cast; Amnesia; Love Triangle; Unrequited Love; Coming of Age; Rehabilitation
Kono Subarashii Sekai ni Shukufuku o! 2 - TOMORROW by Machico,easy,easy,Kono Subarashii Sekai ni Shukufuku o! 2,KONOSUBA: God's Blessing on This Wonderful World! 2,Winter 2017,TOMORROW,Machico,78,"89,88",,,,,Adventure; Comedy; Ecchi; Fantasy,Isekai; Satire; Parody; Magic; Male Protagonist
Naruto - GO!!! by FLOW,easy,easy,Naruto,Naruto,Fall 2002,GO!!!,FLOW,78,"89,448",,,,,Action; Adventure; Comedy; Drama; Fantasy; Supernatural,Ninja; Shounen; Coming of Age; Male Protagonist; Super Power; Orphan; Cultivation; Martial Arts; Revenge; Found Family; Primarily Child Cast
Persona 5 the Animation Dark Sun - Dark Sun... by Lyn,medium,easy,Persona 5 the Animation: Dark Sun,Persona 5 the Animation: Dark Sun,Fall 2018,Dark Sun...,Lyn,78,"87,589",,,,,Action; Fantasy; Supernatural,Henshin
Shikanoko Nokonoko Koshitantan - Shika-iro Days by Shika-bu,easy,easy,Shikanoko Nokonoko Koshitantan,My Deer Friend Nokotan,Summer 2024,Shika-iro Days,Shika-bu,78,"88,887",,,,,Comedy; Fantasy; Slice of Life,Surreal Comedy; Animals; Slapstick; Female Protagonist; School Club; Meta; Cute Girls Doing Cute Things; School; Satire; Primarily Female Cast; Parody; Urban Fantasy
Yahari Ore no Seishun Love Come wa Machigatteiru. - Yukitoki by Nagi Yanagi,easy,easy,Yahari Ore no Seishun Love Come wa Machigatteiru.,My Teen Romantic Comedy SNAFU,Spring 2013,Yukitoki,Nagi Yanagi,78,"88,728",,,,,Comedy; Drama; Romance; Slice of Life,School Club; School; Primarily Teen Cast; Male Protagonist; Anti-Hero; Heterosexual; Philosophy; Love Triangle
Youjo Senki - JINGO JUNGLE by MYTH  ROID,easy,easy,Youjo Senki,Saga of Tanya the Evil,Winter 2017,JINGO JUNGLE,MYTH & ROID,78,"89,232",,,,,Action; Fantasy,Military; War; Anti-Hero; Female Protagonist; Revenge; Primarily Adult Cast; Isekai; Reincarnation; Gods; Magic; Philosophy; Religion; Historical; Foreign
Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. - Aoi Shiori by Galileo Galilei,easy,easy,Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,Spring 2011,Aoi Shiori,Galileo Galilei,77,"88,104",,,,,Drama; Romance; Slice of Life; Supernatural,Coming of Age; Tragedy; Ghost; Rehabilitation; Hikikomori; Love Triangle; Male Protagonist
Bishoujo Senshi Sailor Moon R - Moonlight Densetsu by DALI,easy,easy,Bishoujo Senshi Sailor Moon,Sailor Moon,Winter 1992,Moonlight Densetsu,DALI,77,"90,576",,,,,Action; Adventure; Fantasy; Mahou Shoujo; Romance,Magic; Shoujo; Female Protagonist; Henshin; Primarily Female Cast; Urban Fantasy; Superhero; Slapstick; Super Power
Black Clover - Black Rover by Vickeblanka,easy,easy,Black Clover,Black Clover,Fall 2017,Black Rover,Vickeblanka,77,"86,448",,,,,Action; Adventure; Comedy; Fantasy,Magic; Shounen; Found Family; Male Protagonist; Super Power; Orphan; Ensemble Cast; Class Struggle; Revenge; Elf; Demons; Dissociative Identities
Code Geass Hangyaku no Lelouch - COLORS by FLOW,easy,easy,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,Fall 2006,COLORS,FLOW,77,"89,976",,,,,Action; Drama; Mecha; Sci-Fi; Thriller,Anti-Hero; War; Class Struggle; Military; Politics; Super Power; Revenge; Male Protagonist; Terrorism; Tragedy; Real Robot; Female Protagonist; Dystopian
Deadman Wonderland - One Reason by DWB feat. fade,easy,easy,Deadman Wonderland,Deadman Wonderland,Spring 2011,One Reason,DWB feat. fade,77,"89,712",,,,,Action; Drama; Sci-Fi; Supernatural,Prison; Survival; Tragedy; Super Power; Gore; Death Game; Anti-Hero
Doraemon - Doraemon no Uta by Kumiko Oosugi  Nobuyo Ooyama,medium,easy,Doraemon,Doraemon,Spring 1979,Doraemon no Uta,Kumiko Oosugi & Nobuyo Ooyama,77,"72,336",,,,,Adventure; Comedy; Fantasy,Kids; Shounen
"Hataraku Saibou - Mission! Ken・Kou・Dai・Ichi by Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue",easy,easy,Hataraku Saibou,Cells at Work!,Summer 2018,Mission! Ken・Kou・Dai・Ichi,"Kana Hanazawa, Tomoaki Maeno, Daisuke Ono, Kikuko Inoue",77,"90,024",,,,,Action; Comedy; Sci-Fi,Educational; Work; Medicine; Episodic
Himouto! Umaru-chan - Kakushinteki☆Metamaruphose! by Aimi Tanaka,medium,easy,Himouto! Umaru-chan,Himouto! Umaru-chan,Summer 2015,Kakushinteki☆Metamaruphose!,Aimi Tanaka,77,"88,008",,,,,Comedy; Slice of Life,Otaku Culture; Chibi; Cute Girls Doing Cute Things
Kaguya-sama wa Kokurasetai Tensai-tachi no Renai Zunousen - DADDY! DADDY! DO! by Masayuki Suzuki feat. Airi Suzuki,easy,easy,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War Season 2,Spring 2020,DADDY! DADDY! DO!,Masayuki Suzuki feat. Airi Suzuki,77,"89,04",,,,,Comedy; Psychological; Romance; Slice of Life,School Club; School; Ensemble Cast; Tsundere; Female Protagonist; Male Protagonist; Episodic; Primarily Teen Cast; Ojou-sama; Coming of Age; Heterosexual
Kami no Tou - TOP -Japanese ver.- by Stray Kids,easy,easy,Kami no Tou,Tower of God,Spring 2020,TOP -Japanese ver.-,Stray Kids,77,"87,384",,,,,Action; Adventure; Drama; Fantasy; Mystery,Super Power; Tragedy; Male Protagonist; Survival; Conspiracy; Magic; Ensemble Cast
Mob Psycho 100 II - 99.9 by MOB CHOIR feat. sajou no hana,easy,easy,Mob Psycho 100 II,Mob Psycho 100 II,Winter 2019,99.9,MOB CHOIR feat. sajou no hana,77,"89,136",,,,,Action; Comedy; Drama; Psychological; Slice of Life; Supernatural,Super Power; Coming of Age; Urban Fantasy; Male Protagonist; Shounen; Philosophy
Naruto Shippuuden - Silhouette by KANA-BOON,easy,easy,Naruto Shippuuden,Naruto Shippuuden,Winter 2007,Silhouette,KANA-BOON,77,"88,248",,,,,Action; Adventure; Comedy; Drama; Fantasy; Supernatural,Ninja; Shounen; Male Protagonist; Super Power; Tragedy; Orphan; Revenge; War; Martial Arts; Coming of Age; Conspiracy
Nisemonogatari - Platinum Disco by Yuka Iguchi,easy,easy,Nisemonogatari,Nisemonogatari,Winter 2012,Platinum Disco,Yuka Iguchi,77,"89,04",,,,,Comedy; Drama; Ecchi; Mystery; Psychological; Supernatural,Urban Fantasy; Ensemble Cast; Surreal Comedy; Primarily Female Cast; Incest; Male Protagonist; Female Harem; Philosophy; Primarily Teen Cast
Rakudai Kishi no Cavalry - Identity by Mikio Sakai,medium,easy,Rakudai Kishi no Cavalry,Chivalry of a Failed Knight,Fall 2015,Identity,Mikio Sakai,77,"90,014",,,,,Action; Ecchi; Fantasy; Romance,Swordplay; Male Protagonist; School; Heterosexual; Tsundere; Magic; Boarding School; Female Protagonist; Primarily Teen Cast
Shingeki no Kyojin - Jiyuu no Tsubasa by Linked Horizon,easy,easy,Shingeki no Kyojin,Attack on Titan,Spring 2013,Jiyuu no Tsubasa,Linked Horizon,77,"88,536",,,,,Action; Drama; Fantasy; Mystery,Revenge; Kaiju; Male Protagonist; Tragedy; Military; Post-Apocalyptic; Primarily Teen Cast; Super Power; Henshin; Steampunk; Swordplay
Crayon Shin-chan - Ora wa Ninkimono 25thMIX by Akiko Yajima,easy,easy,Crayon Shin-chan,Shin Chan,Spring 1992,Ora wa Ninkimono 25thMIX,Akiko Yajima,76,"35,04",,,,,Comedy; Ecchi; Slice of Life,Episodic; Family Life; Kids; Male Protagonist
Devilman - Devilman no Uta by Keizo Toda,easy,easy,Devilman,Devilman,Summer 1972,Devilman no Uta,Keizo Toda,76,"87,792",,,,,Action; Fantasy; Horror; Supernatural,Demons; Urban Fantasy
Dragon Ball - Makafushigi Adventure! by Hiroki Takahashi,easy,easy,Dragon Ball,Dragon Ball,Winter 1986,Makafushigi Adventure!,Hiroki Takahashi,76,"107,376",,,,,Action; Adventure; Comedy; Fantasy; Supernatural,Shounen; Martial Arts; Super Power; Travel; Coming of Age; Male Protagonist; Battle Royale; Orphan; Dragons
Eizouken ni wa Te o Dasu na! - Easy Breezy by chelmico,easy,easy,Eizouken ni wa Te o Dasu na!,Keep Your Hands Off Eizouken!,Winter 2020,Easy Breezy,chelmico,76,"89,04",,,,,Adventure; Comedy; Slice of Life,Drawing; School Club; Primarily Teen Cast; Primarily Female Cast; Female Protagonist; Cute Girls Doing Cute Things; Otaku Culture; Urban
FateZero - oath sign by LiSA,easy,easy,Fate/Zero,Fate/Zero,Fall 2011,oath sign,LiSA,76,"90,048",,,,,Action; Drama; Fantasy; Supernatural,Battle Royale; Magic; Mythology; Tragedy; Ensemble Cast; Anti-Hero; Primarily Adult Cast; Death Game; Urban Fantasy; Dissociative Identities; Assassins; Religion; Philosophy
Kono Subarashii Sekai ni Shukufuku o! - fantastic dreamer by Machico,easy,easy,Kono Subarashii Sekai ni Shukufuku o!,KONOSUBA: God's Blessing on This Wonderful World!,Winter 2016,fantastic dreamer,Machico,76,"90,456",,,,,Action; Adventure; Comedy; Ecchi; Fantasy,Chuunibyou; Isekai; Gods; Ensemble Cast; Primarily Female Cast
Naruto - Haruka Kanata by ASIAN KUNG-FU GENERATION,easy,easy,Naruto,Naruto,Fall 2002,Haruka Kanata,ASIAN KUNG-FU GENERATION,76,"88,008",,,,,Action; Adventure; Comedy; Drama; Fantasy; Supernatural,Ninja; Shounen; Coming of Age; Male Protagonist; Super Power; Orphan; Cultivation; Martial Arts; Revenge; Found Family; Primarily Child Cast
Persona 5 the Animation Proof of Justice - Dark Sun... by Lyn,medium,easy,Persona 5 the Animation: Proof of Justice,Persona 5 the Animation: Proof of Justice,Spring 2019,Dark Sun...,Lyn,76,"87,589",,,,,Action; Fantasy; Supernatural,
Pingu in the City - PINGU A GO! GO! by Ken Arai,medium,easy,Pingu in the City,Pingu in the City,Fall 2017,PINGU A GO! GO!,Ken Arai,76,"24,424",,,,,Comedy; Slice of Life,Animals; Episodic; Kids; Stop Motion
Saint Seiya - Pegasus Fantasy by MAKE-UP,easy,easy,Saint Seiya,Saint Seiya,Fall 1986,Pegasus Fantasy,MAKE-UP,76,"82,944",,,,,Action; Adventure; Fantasy; Sci-Fi,Shounen; Primarily Male Cast; Mythology; Male Protagonist; Gods; Orphan; Urban Fantasy
Yuru Camp△ - SHINY DAYS by Asaka,easy,easy,Yuru Camp△,Laid-Back Camp,Winter 2018,SHINY DAYS,Asaka,76,"89,904",,,,,Comedy; Slice of Life,Outdoor Activities; Camping; Iyashikei; Cute Girls Doing Cute Things; Primarily Female Cast; Female Protagonist; Rural
Boku no Hero Academia - ODD FUTURE by UVERworld,easy,easy,Boku no Hero Academia,My Hero Academia,Spring 2018,ODD FUTURE,UVERworld,75,"89,544",,,,,Action; Adventure; Comedy,Super Power; Superhero; Shounen; Primarily Teen Cast; Male Protagonist; School; Urban Fantasy
Gotoubun no Hanayome - Gotoubun no Kimochi by Nakano-ke no Itsutsugo,easy,easy,Gotoubun no Hanayome,The Quintessential Quintuplets,Winter 2019,Gotoubun no Kimochi,Nakano-ke no Itsutsugo,75,"89,04",,,,,Comedy; Drama; Romance; Slice of Life,Twins; Female Harem; Heterosexual; Male Protagonist; School; Primarily Teen Cast; Primarily Female Cast; Teacher; Ensemble Cast
Haikyu!! Karasuno Koukou VS Shiratorizawa Gakuen Koukou - Hikari Are by BURNOUT SYNDROMES,easy,easy,Haikyu!! Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,Fall 2016,Hikari Are,BURNOUT SYNDROMES,75,"90,144",,,,,Comedy; Drama; Sports,Volleyball; School Club; Shounen; Male Protagonist; Primarily Male Cast; Primarily Teen Cast
"Ishuzoku Reviewers - Ikouze☆Paradise by Junji Majima, Yuusuke Kobayashi, Miyu Tomita",easy,easy,Ishuzoku Reviewers,Interspecies Reviewers,Winter 2020,Ikouze☆Paradise,"Junji Majima, Yuusuke Kobayashi, Miyu Tomita",75,"89,544",,,,,Comedy; Ecchi; Fantasy,Prostitution; Monster Girl; Nudity; Primarily Adult Cast; Male Protagonist; Seinen; Succubus; Large Breasts; Medieval; Ahegao
Kill Me Baby - Kill Me no Baby! by Chinatsu Akasaki・Mutsumi Tamura,easy,easy,Kill Me Baby,Kill Me Baby,Winter 2012,Kill Me no Baby!,Chinatsu Akasaki・Mutsumi Tamura,75,"88,92",,,,,Comedy,Assassins; Cute Girls Doing Cute Things; Female Protagonist; Primarily Female Cast; School; Ninja; Chibi
Koi to Uso - Kanashii Ureshii by Frederic,medium,easy,Koi to Uso,Love and Lies,Summer 2017,Kanashii Ureshii,Frederic,75,"89,04",,,,,Drama; Romance,Love Triangle; Coming of Age; Heterosexual; Tsundere
Magia Record Mahou Shoujo Madoka☆Magica Gaiden - Sis puella magica! by Eri Itou  Yuriko Kaida,medium,easy,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,Magia Record: Puella Magi Madoka Magica Side Story,Winter 2020,Sis puella magica!,Eri Itou & Yuriko Kaida,75,"46,032",,,,,Drama; Mahou Shoujo; Mystery; Psychological; Thriller,Magic; Urban Fantasy; Primarily Female Cast; Female Protagonist; Henshin; Alternate Universe; Witch; Tragedy; Primarily Teen Cast
Nanatsu no Taizai - Netsujou no Spectrum by Ikimono-gakari,easy,easy,Nanatsu no Taizai,The Seven Deadly Sins,Fall 2014,Netsujou no Spectrum,Ikimono-gakari,75,"90,072",,,,,Comedy,
Sakamoto desu ga - COOLEST by CustomiZ,medium,easy,Sakamoto desu ga?,Haven't You Heard? I'm Sakamoto,Spring 2016,COOLEST,CustomiZ,75,"87,672",,,,,Comedy; Slice of Life,Surreal Comedy; School; Episodic; Male Protagonist
Shokugeki no Souma - Kibou no Uta by Ultra Tower,easy,easy,Shokugeki no Souma,Food Wars! Shokugeki no Soma,Spring 2015,Kibou no Uta,Ultra Tower,75,"88,999",,,,,Comedy; Ecchi,Food; Male Protagonist; Primarily Teen Cast; School; Shounen
Tate no Yuusha no Nariagari - RISE by MADKID,easy,easy,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,Winter 2019,RISE,MADKID,75,"89,28",,,,,Action; Adventure; Fantasy,Isekai; Male Protagonist; Conspiracy; Travel; Revenge; Crime; Magic; Anti-Hero; Tragedy
Cardcaptor Sakura - Cardcaptors Main Title by Dave Dore,medium,medium,Cardcaptor Sakura,Cardcaptor Sakura,Spring 1998,Cardcaptors Main Title,Dave Dore,75,"46,08",,,,,Comedy; Drama; Fantasy; Mahou Shoujo; Romance,Magic; Shoujo; Female Protagonist; Urban Fantasy; Primarily Child Cast; Coming of Age; Episodic; Family Life; Cute Girls Doing Cute Things
Toradora! - silky heart by Yui Horie,medium,medium,Toradora!,Toradora!,Fall 2008,silky heart,Yui Horie,75,"89,544",,,,,Comedy; Drama; Romance; Slice of Life,Tsundere; Coming of Age; Love Triangle; Primarily Teen Cast; School; Heterosexual; Unrequited Love; Male Protagonist; Female Protagonist
Boku no Hero Academia - Make my story by Lenny code fiction,easy,easy,Boku no Hero Academia,My Hero Academia,Spring 2018,Make my story,Lenny code fiction,74,"89,544",,,,,Action; Adventure; Comedy,Super Power; Superhero; Shounen; Primarily Teen Cast; Male Protagonist; School; Urban Fantasy
Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation - DANGANRONPA by Masafumi Takada,medium,easy,Danganronpa Kibou no Gakuen to Zetsubou no Koukousei The Animation,Danganronpa The Animation,Summer 2013,DANGANRONPA,Masafumi Takada,74,"59,064",,,,,Horror; Mystery; Psychological; Sci-Fi; Thriller,Death Game; Battle Royale; Tragedy; Survival; Detective; Dystopian; Memory Manipulation; Amnesia
Dororo - Kaen by Ziyoou-vachi,easy,easy,Dororo,Dororo,Winter 2019,Kaen,Ziyoou-vachi,74,"89,208",,,,,Action; Adventure; Drama; Supernatural,Demons; Revenge; Disability; Swordplay; Tragedy; Samurai; Estranged Family; Youkai; Orphan; Anti-Hero; Male Protagonist; War; Curses; Rural; Travel; Historical
Durarara!! - Uragiri no Yuuyake by THEATRE BROOK,easy,easy,Durarara!!,Durarara!!,Winter 2010,Uragiri no Yuuyake,THEATRE BROOK,74,"89,016",,,,,Action; Mystery; Supernatural,Urban Fantasy; Gangs; Urban; Ensemble Cast; Dullahan
FateZero - to the beginning by Kalafina,easy,easy,Fate/Zero,Fate/Zero,Spring 2012,to the beginning,Kalafina,74,"89,232",,,,,Action; Drama; Fantasy; Supernatural,Battle Royale; Magic; Mythology; Tragedy; Ensemble Cast; Anti-Hero; Primarily Adult Cast; Death Game; Urban Fantasy; Dissociative Identities; Assassins; Religion; Philosophy
Haikyu!! - Imagination by SPYAIR,easy,easy,Haikyu!!,Haikyu!!,Spring 2014,Imagination,SPYAIR,74,"89,544",,,,,Comedy; Drama; Sports,Volleyball; School Club; Male Protagonist; Primarily Male Cast; Ensemble Cast; Shounen; Primarily Teen Cast
Kami nomi zo Shiru Sekai Megami-hen - God only knows -Secrets of the Goddess- (Extract) by Oratorio The World God Only Knows,medium,easy,Kami nomi zo Shiru Sekai,The World God Only Knows,Fall 2010,God only knows Daisanmaku,Oratorio The World God Only Knows,74,"88,704",,,,,Comedy; Romance; Supernatural,Parody; Primarily Female Cast; Urban Fantasy; Video Games; Meta; Episodic
"Made in Abyss - Deep in Abyss by Miyu Tomita, Mariya Ise",easy,easy,Made in Abyss,Made in Abyss,Summer 2017,Deep in Abyss,"Miyu Tomita, Mariya Ise",74,"87,792",,,,,Adventure; Drama; Fantasy; Horror; Mystery; Sci-Fi,Survival; Primarily Child Cast; Environmental; Travel; Chibi; Body Horror; Tragedy; Outdoor Activities; Lost Civilization; Dungeon; Philosophy; Seinen
Otaku ni Koi wa Muzukashii - Fiction by sumika,easy,easy,Otaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,Spring 2018,Fiction,sumika,74,"87,048",,,,,Comedy; Romance; Slice of Life,Otaku Culture; Primarily Adult Cast; Josei; Office Lady; Female Protagonist; Video Games; Work; Episodic; Male Protagonist
ReZero kara Hajimeru Isekai Seikatsu - Realize by Konomi Suzuki,easy,easy,Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero: Starting Life in Another World,Summer 2020,Realize,Konomi Suzuki,74,"88,032",,,,,Action; Adventure; Drama; Fantasy; Psychological; Romance; Thriller,Time Manipulation; Isekai; Time Loop; Tragedy; Alternate Universe; Male Protagonist; Witch; Magic
Shigatsu wa Kimi no Uso - Nana-iro Symphony by Coalamode.,medium,easy,Shigatsu wa Kimi no Uso,Your Lie in April,Fall 2014,Nana-iro Symphony,Coalamode.,74,"90,024",,,,,Drama; Music; Romance; Slice of Life,Tragedy; Primarily Teen Cast; Disability; Classical Music; Coming of Age; Rehabilitation; Male Protagonist; Female Protagonist
Shingeki no Kyojin Season 2 - Shinzou o Sasageyo! by Linked Horizon,easy,easy,Shingeki no Kyojin Season 2,Attack on Titan Season 2,Spring 2017,Shinzou o Sasageyo!,Linked Horizon,74,"88,968",,,,,Action; Drama; Fantasy; Mystery,Survival; Post-Apocalyptic; Shapeshifting; Tragedy; Espionage; Military; Kaiju; Primarily Teen Cast; Dystopian; Henshin; Politics; Revenge; Gore
Tensei shitara Slime Datta Ken - Nameless Story by Takuma Terashima,easy,easy,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,Fall 2018,Nameless Story,Takuma Terashima,74,"89,544",,,,,Action; Adventure; Comedy; Fantasy,Isekai; Found Family; Reincarnation; Magic; Kingdom Management; Super Power; Shapeshifting
