FileName,difficulty,diff,JPName,ENName,Vintage,SongName,Artist,Difficulty,Length,easy,med,hard,very hard,Genres,Tags
Baki-Dou - Furuboko by WANIMA [amq-82016].webm,easy,easy,Baki-Dou,Baki-Dou,Winter 2026,Furuboko,WANIMA,24,"88,895",,,,,,
Witch Hat Atelier - Kaze no Anthem by Eve feat. suis from Yorushika [amq-82574].webm,medium,medium,Tongari Boushi no Atelier,Witch Hat Atelier,Spring 2026,Kaze no Anthem,Eve feat. suis from Yorushika,44,"89,089",,,,,,
Eren the Southpaw - FUNKIN' BEAUTIFUL by ALI feat. ZORN [amq-82587].webm,medium,medium,Hidarikiki no Eren,Eren the Southpaw,Spring 2026,FUNKIN' BEAUTIFUL,ALI feat. ZORN,44,"89,055",,,,,,
I Made Friends with the Second Prettiest Girl in My Class - Submarine Youth by reGretGirl [amq-82581].webm,easy,easy,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,I Made Friends with the Second Prettiest Girl in My Class,Spring 2026,Submarine Youth,reGretGirl,17,"89,304",,,,,,
The Angel Next Door Spoils Me Rotten 2 - Kimi wa Koibito by Masayoshi Oishi [amq-82530].webm,hard,hard,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2,The Angel Next Door Spoils Me Rotten 2,Spring 2026,Kimi wa Koibito,Masayoshi Oishi,61,"88,547",,,,,,
Ascendance of a Bookworm Season 4 - Pages by Little Glee Monster [amq-82544].webm,easy,easy,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan o Erandeiraremasen - Ryoushu no Youjo,Ascendance of a Bookworm Season 4,Spring 2026,Pages,Little Glee Monster,32,"89,131",,,,,,
Dorohedoro - Zettai MUST Danmen by (K)NoW_NAME Ayaka Tachibana [amq-82478].webm,medium,medium,Dorohedoro,Dorohedoro,Spring 2026,Zettai MUST Danmen,(K)NoW_NAME:Ayaka Tachibana,41,"89,263",,,,,,
A Hundred Scenes of Awajima - blue hour by Hana Hope [amq-82607].webm,easy,easy,Awajima Hyakkei,A Hundred Scenes of Awajima,Spring 2026,blue hour,Hana Hope,28,"90,054",,,,,,
"Kujima Why Sing, When You Can Warble - Komorebi-zaka by Galileo Galilei [amq-82604].webm",easy,easy,Kujima Utaeba Ie Hororo,"Kujima: Why Sing, When You Can Warble?",Spring 2026,Komorebi-zaka,Galileo Galilei,21,"88,719",,,,,,
Ace of the Diamond Act II Second Season - Let's Go Crazy by Baby Canta [amq-82555].webm,easy,easy,Diamond no Ace: Act II - Second Season,Ace of the Diamond Act II Second Season,Spring 2026,Let's Go Crazy,Baby Canta,29,"88,967",,,,,,
Rooster Fighter - What's a Hero by DARUMA Rollin' [amq-82174].webm,easy,easy,Niwatori Fighter,Rooster Fighter,Spring 2026,What's a Hero?,DARUMA Rollin',24,"88,297",,,,,,
Petals of Reincarnation - Glitch by eill [amq-82609].webm,easy,easy,Reincarnation no Kaben,Petals of Reincarnation,Spring 2026,Glitch*,eill,31,"87,929",,,,,,
"Go for It, Nakamura-kun!! - Shunpatsu-teki ni Koi Shiyou by Yasuyuki Okamura・Kento Nakajima [amq-82486].webm",medium,medium,Ganbare! Nakamura-kun!!,"Go for It, Nakamura-kun!!",Spring 2026,Shunpatsu-teki ni Koi Shiyou,Yasuyuki Okamura・Kento Nakajima,47,"89,256",,,,,,
"Classroom of the Elite 4th Season Second Year, First Semester - MONSTER by Eir Aoi [amq-82467].webm",medium,medium,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1-gakki,"Classroom of the Elite 4th Season: Second Year, First Semester",Spring 2026,MONSTER,Eir Aoi,50,"88,589",,,,,,
Kirio Fan Club - FANCLUB by Skirt to ODD Foot Works [amq-82501].webm,easy,easy,Kirio Fan Club,Kirio Fan Club,Spring 2026,FANCLUB,Skirt to ODD Foot Works,13,"88,096",,,,,,
That Time I Got Reincarnated as a Slime Season 4 - Esoragoto by Eir Aoi [amq-82532].webm,easy,easy,Tensei shitara Slime Datta Ken Dai 4 Ki,That Time I Got Reincarnated as a Slime Season 4,Spring 2026,Esoragoto,Eir Aoi,27,"88,511",,,,,,
Wistoria Wand and Sword Season 2 - BELIEVERS by ASH DA HERO [amq-82661].webm,easy,easy,Tsue to Tsurugi no Wistoria Season 2,Wistoria: Wand and Sword Season 2,Spring 2026,BELIEVERS,ASH DA HERO,27,"88,930",,,,,,
The Warrior Princess and the Barbaric King - BEAUTIFUL by Mayu Maeshima [amq-82710].webm,easy,easy,Himekishi wa Barbaroi no Yome,The Warrior Princess and the Barbaric King,Spring 2026,BEAUTIFUL,Mayu Maeshima,30,"89,256",,,,,,
Mission Yozakura Family - What's KAZOKU by Sakurazaka46 [amq-82662].webm,easy,easy,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,Spring 2026,"What's ""KAZOKU""?",Sakurazaka46,23,"89,097",,,,,,
Welcome to Demon School! Iruma-kun Season 4 - Ichi Ni no San by Penthouse [amq-82546].webm,easy,easy,Mairimashita! Iruma-kun Dai 4 Series,Welcome to Demon School! Iruma-kun Season 4,Spring 2026,Ichi Ni no San,Penthouse,27,"88,967",,,,,,
Yowayowa Sensei - COMIT COMET by Daoko [amq-82638].webm,easy,easy,Yowayowa Sensei,Yowayowa Sensei,Spring 2026,COMIT COMET,Daoko,13,"89,590",,,,,,
The Ramparts of Ice - Toumei by Novelbright [amq-82499].webm,easy,easy,Koori no Jouheki,The Ramparts of Ice,Spring 2026,Toumei,Novelbright,30,"88,470",,,,,,
Even a Replica Can Fall in Love - Refrain by shytaupe [amq-82579].webm,easy,easy,"Replica Datte, Koi o Suru.",Even a Replica Can Fall in Love,Spring 2026,Refrain,shytaupe,19,"88,297",,,,,,
Botan Kamiina Fully Blossoms When Drunk - Mebuku Toki by yonige [amq-82616].webm,easy,easy,"Kamiina Botan, Yoeru Sugata wa Yuri no Hana",Botan Kamiina Fully Blossoms When Drunk,Spring 2026,Mebuku Toki,yonige,34,"87,254",,,,,,
Magical Sisters LuluttoLilly - Bubee by ILLIT [amq-82558].webm,medium,medium,Mahou no Shimai Lulutto Lilly,Magical Sisters LuluttoLilly,Spring 2026,Bubee,ILLIT,40,"88,513",,,,,,
Re Zero Starting Life in Another World - Recollect by Konomi Suzuki feat. Ashnikko [amq-82699].webm,medium,medium,Re:Zero kara Hajimeru Isekai Seikatsu,Re:Zero: Starting Life in Another World,Spring 2026,Recollect,Konomi Suzuki feat. Ashnikko,57,"88,756",,,,,,
The Klutzy Class Monitor and the Girl with the Short Skirt - Hitorigoto by osage [amq-82675].webm,easy,easy,Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,The Klutzy Class Monitor and the Girl with the Short Skirt,Spring 2026,Hitorigoto,osage,20,"89,048",,,,,,
Agents of the Four Seasons Dance of Spring - Petals by Orangestar feat. Kase [amq-82540].webm,medium,medium,Shunkashuutou Daikousha: Haru no Mai,Agents of the Four Seasons: Dance of Spring,Spring 2026,Petals,Orangestar feat. Kase,41,"86,837",,,,,,
Mistress Kanan is Devilishly Easy - Hatsukoi Moment by Faulieu. [amq-82550].webm,easy,easy,Kanan-sama wa Akumade Choroi,Mistress Kanan is Devilishly Easy,Spring 2026,Hatsukoi Moment,Faulieu.,26,"87,755",,,,,,
An Observation Log of My Fiancee Who Calls Herself a Villainess - La Fleur by Airi Miyakawa [amq-82528].webm,easy,easy,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku.,An Observation Log of My Fiancée Who Calls Herself a Villainess,Spring 2026,La Fleur,Airi Miyakawa,34,"88,968",,,,,,
The Beginning After The End - Sayonara ja Nai Hou ga Ii by SIX LOUNGE [amq-82484].webm,easy,easy,"Saikyou no Ousama, Nidome no Jinsei wa Nani o Suru?",The Beginning After The End,Spring 2026,Sayonara ja Nai Hou ga Ii,SIX LOUNGE,20,"89,048",,,,,,
I Want to End This Love Game - Kimi no Sei de Aishiteru by CHiCO with HoneyWorks [amq-82696].webm,easy,easy,Aishiteru Game o Owarasetai,I Want to End This Love Game,Spring 2026,Kimi no Sei de Aishiteru,CHiCO with HoneyWorks,27,"88,638",,,,,,
Fist of the North Star Hokuto no Ken - Hallelujah by [Alexandros] [amq-82614].webm,easy,easy,Hokuto no Ken: Fist of the North Star,Fist of the North Star: Hokuto no Ken,Spring 2026,Hallelujah,[Alexandros],32,"87,508",,,,,,
The Most Heretical Last Boss Queen From Villainess to Savior Season 2 - Ego by RETRORIRON [amq-82700].webm,easy,easy,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. Season 2,The Most Heretical Last Boss Queen: From Villainess to Savior Season 2,Spring 2026,Ego,RETRORIRON,22,"88,206",,,,,,
Haibara's Teenage New Game+ - Fly Again!! by Ami Maeshima [amq-82610].webm,easy,easy,Haibara-kun no Tsuyokute Seishun New Game,Haibara's Teenage New Game+,Spring 2026,Fly Again!!,Ami Maeshima,22,"88,297",,,,,,
Daemons of the Shadow Realm - Tobu Toki by Vaundy [amq-82642].webm,easy,easy,Yomi no Tsugai,Daemons of the Shadow Realm,Spring 2026,Tobu Toki,Vaundy,39,"89,096",,,,,,
Ichijouma Mankitsu Gurashi! - Ciao Ciao by Sophia la Mode [amq-82649].webm,easy,easy,Ichijouma Mankitsu Gurashi!,Ichijouma Mankitsu Gurashi!,Spring 2026,Ciao Ciao,Sophià la Mode,30,"87,880",,,,,,
Mao - HEARTLOUD by Kis-My-Ft2 [amq-82548].webm,easy,easy,Mao,Mao,Spring 2026,HEARTLOUD,Kis-My-Ft2,25,"88,672",,,,,,
Kusunoki's Garden of Gods - Odoroki no Ko by Miyu Irino [amq-82645].webm,easy,easy,Kami no Niwatsuki Kusunoki-tei,Kusunoki's Garden of Gods,Spring 2026,Odoroki no Ko,Miyu Irino,26,"87,838",,,,,,
Snowball Earth - zero by tuki. [amq-82534].webm,easy,easy,Snowball Earth,Snowball Earth,Spring 2026,zero,tuki.,34,"89,430",,,,,,
Akane-banashi - Hitotarashi by Keisuke Kuwata [amq-82640].webm,easy,easy,Akane-banashi,Akane-banashi,Spring 2026,Hitotarashi,Keisuke Kuwata,36,"89,048",,,,,,
The Classroom of a Black Cat and a Witch - Cusp by ASCA [amq-82771].webm,easy,easy,Kuroneko to Majo no Kyoushitsu,The Classroom of a Black Cat and a Witch,Spring 2026,Cusp,ASCA,22,"89,089",,,,,,
Liar Game - Abuku by Yorushika [amq-82677].webm,medium,medium,Liar Game,Liar Game,Spring 2026,Abuku,Yorushika,41,"89,131",,,,,,
Farming Life in Another World 2 - It's a beautiful story by Shino Shimoji & Aya Suzaki [amq-82576].webm,easy,easy,Isekai Nonbiri Nouka 2,Farming Life in Another World 2,Spring 2026,It's a beautiful story,Shino Shimoji & Aya Suzaki,24,"88,930",,,,,,
The Food Diary of Miss Maid - Ribbon by majiko [amq-82294].webm,easy,easy,Maid-san wa Taberu dake,The Food Diary of Miss Maid,Spring 2026,Ribbon,majiko,20,"88,929",,,,,,
Kill Blue - ATTITUDE by aespa [amq-82754].webm,medium,medium,Kill Ao,Kill Blue,Spring 2026,ATTITUDE,aespa,41,"89,096",,,,,,
"Reborn as a Vending Machine, I Now Wander the Dungeon Season 3 - Jihankism by Vivarush [amq-82474].webm",easy,easy,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu o Samayou 3rd Season,"Reborn as a Vending Machine, I Now Wander the Dungeon Season 3",Spring 2026,Jihankism,Vivarush,25,"89,055",,,,,,
Rent-a-Girlfriend - Non-Scenario Etude by Sora Amamiya [amq-82598].webm,easy,easy,"Kanojo, Okarishimasu",Rent-a-Girlfriend,Spring 2026,Non-Scenario Etude,Sora Amamiya,38,"89,048",,,,,,
Dr. Stone Science Future - Skins by ASIAN KUNG-FU GENERATION [amq-82497].webm,medium,medium,Dr. Stone: Science Future,Dr. Stone: Science Future,Spring 2026,Skins,ASIAN KUNG-FU GENERATION,52,"85,801",,,,,,
Marriagetoxin - Kill or Kiss by Yurina Hirate [amq-82694].webm,medium,medium,Marriagetoxin,Marriagetoxin,Spring 2026,Kill or Kiss,Yurina Hirate,51,"89,097",,,,,,
Gals Can’t Be Kind to Otaku! - HIDE AND SEEK by i-dle [amq-82702].webm,medium,medium,Otaku ni Yasashii Gal wa Inai!?,Gals Can’t Be Kind to Otaku!?,Spring 2026,HIDE AND SEEK,i-dle,50,"89,007",,,,,,
"The Strongest Job is Apparently Not a Hero or a Sage, but an Appraiser (Provisional)! - Compass wa Toumei by Ryushen [amq-82292].webm",easy,easy,Saikyou no Shokugyou wa Yuusha demo Kenja demo Naku Kanteishi (Kari) Rashii desu yo?,"The Strongest Job is Apparently Not a Hero or a Sage, but an Appraiser (Provisional)!",Spring 2026,Compass wa Toumei,Ryushen,25,"88,637",,,,,,
Ghost Concert Missing Songs - Goukon REQUIEMER by Minori Fujidera [amq-82664].webm,easy,easy,Ghost Concert: Missing Songs,Ghost Concert: Missing Songs,Spring 2026,Goukon REQUIEMER,Minori Fujidera,35,"88,508",,,,,,
Always a Catch! - Chikai wa Kyunto. by HoneyWorks feat. Airi Suzuki [amq-82599].webm,easy,easy,Nigashita Sakana wa Ookikatta ga Tsuriageta Sakana ga Ookisugita Ken,Always a Catch!,Spring 2026,Chikai wa Kyunto.,HoneyWorks feat. Airi Suzuki,25,"88,304",,,,,,
Needy Girl Overdose - INTERNET ANGEL by Aiobahn +81 feat. Sally Amaki [amq-82647].webm,medium,medium,Needy Girl Overdose,Needy Girl Overdose,Spring 2026,INTERNET ANGEL,Aiobahn +81 feat. Sally Amaki,44,"88,747",,,,,,
"Killed Again, Mr. Detective. - Stardust Eureka by Tajigen Seigyo Kikou YODAKA [amq-82505].webm",easy,easy,"Mata Korosarete Shimatta no desu ne, Tantei-sama","Killed Again, Mr. Detective.",Spring 2026,Stardust Eureka,Tajigen Seigyo Kikou YODAKA,16,"88,345",,,,,,
The Drops of God - hate you love you by HOKUTO [amq-82743].webm,easy,easy,Kami no Shizuku,The Drops of God,Spring 2026,hate you? love you?,HOKUTO,23,"89,131",,,,,,
"Pardon the Intrusion, I'm Home! - C'est la vie by Choutokkyuu [amq-82593].webm",easy,easy,"Tadaima, Ojama saremasu!","Pardon the Intrusion, I'm Home!",Spring 2026,C'est la vie,Choutokkyuu,23,"89,806",,,,,,
Monster Eater - Shouki no Sata by NEE [amq-82503].webm,easy,easy,Mamonogurai no Boukensha: Ore dake Mamono o Kuratte Tsuyoku Naru,Monster Eater,Spring 2026,Shouki no Sata,NEE,15,"88,679",,,,,,
Onegai AiPri - Onegai AiPri! by Onegai Kanae-tai [amq-82553].webm,medium,medium,Onegai AiPri,Onegai AiPri,Spring 2026,Onegai AiPri!,Onegai Kanae-tai,49,"89,138",,,,,,
Nippon Sangoku The Three Nations of the Crimson Sun - Hidane by Tatsuya Kitani [amq-82557].webm,medium,medium,Nippon Sangoku,Nippon Sangoku: The Three Nations of the Crimson Sun,Spring 2026,Hidane,Tatsuya Kitani,46,"87,762",,,,,,
My Ribdiculous Reincarnation - Tensei Ganbou by shukatsuclub [amq-82595].webm,easy,easy,"Megami ""Isekai Tensei Nani ni Naritai desu ka"" Ore ""Yuusha no Rokkotsu de""",My Ribdiculous Reincarnation,Spring 2026,Tensei Ganbou,shukatsuclub,28,"89,387",,,,,,
Kumarba - Konnichiworld by Fairouz Ai [amq-82658].webm,easy,easy,Kumarba,Kumarba,Spring 2026,Konnichiworld,Fairouz Ai,17,"23,590",,,,,,
Smoking Behind the Supermarket with You - Kuzuri Nen by Zutto Mayonaka de Ii no ni. [amq-83060].webm,easy,easy,Super no Ura de Yani Suu Futari,Smoking Behind the Supermarket with You,Summer 2026,Kuzuri Nen,Zutto Mayonaka de Ii no ni.,0,"89,048",,,,,,
