Year,Season,Rank,Title,English Title,Romaji Title,Wymagane,Ile jest,Brakuje,Kolumna1,,,,
2006,FALL,6,REBORN!,REBORN!,Katekyou Hitman REBORN!,5,,5,,,,,
2006,FALL,7,Kanon (2006),Kanon (2006),Kanon (2006),5,,5,,,,,
2006,FALL,8,Kenichi The Mightiest Disciple,Kenichi: The Mightiest Disciple,Shijou Saikyou no Deshi Kenichi,5,,5,,,,,
2006,FALL,9,Bleach the Movie Memories of Nobody,Bleach the Movie: Memories of Nobody,BLEACH: MEMORIES OF NOBODY,5,,5,,,,,
2006,FALL,10,Pokémon the Series Diamond and Pearl,Pokémon the Series: Diamond and Pearl,Pocket Monsters Diamond & Pearl,5,,5,,,,,
2006,FALL,11,Ghost Hunt,Ghost Hunt,Ghost Hunt,3,,3,,,,,
2006,FALL,12,Tekkonkinkreet,Tekkonkinkreet,Tekkon Kinkreet,3,,3,,,,,
2006,FALL,13,Hell Girl Two Mirrors,Hell Girl: Two Mirrors,Jigoku Shoujo: Futakomori,3,,3,,,,,
2006,FALL,14,Arms Alchemy,Arms Alchemy,Busou Renkin,3,,3,,,,,
2006,FALL,15,Boku no Pico,,Boku no Pico,3,,3,,,,,
2006,FALL,16,The Wallflower,The Wallflower,Yamato Nadeshiko Shichi Henge♥,3,,3,,,,,
2006,FALL,17,Bartender,Bartender,Bartender,3,,3,,,,,
2006,FALL,18,Ghost in the Shell Stand Alone Complex - Solid State Society,Ghost in the Shell: Stand Alone Complex - Solid State Society,Koukaku Kidoutai: STAND ALONE COMPLEX - Solid State Society,3,,3,,,,,
2006,FALL,19,Negima! Magister Negi Magi,Negima!? Magister Negi Magi,Negima!?,3,,3,,,,,
2006,FALL,20,Kekkaishi,Kekkaishi,Kekkaishi,3,,3,,,,,
2006,SUMMER,1,Welcome to the N-H-K,Welcome to the N-H-K,NHK ni Youkoso!,7,,7,,,,,
2006,SUMMER,2,The Girl Who Leapt Through Time,The Girl Who Leapt Through Time,Toki wo Kakeru Shoujo,7,,7,,,,,
2006,SUMMER,3,The Familiar of Zero,The Familiar of Zero,Zero no Tsukaima,7,,7,,,,,
2006,SUMMER,4,Naruto the Movie Guardians of the Crescent Moon Kingdom,Naruto the Movie: Guardians of the Crescent Moon Kingdom,NARUTO: Dai Koufun! Mikazukijima no Animal Panic Dattebayo!,7,,7,,,,,
2006,SUMMER,5,Tales from Earthsea,Tales from Earthsea,Ged Senki,7,,7,,,,,
2006,SUMMER,6,We Were There,We Were There,Bokura ga Ita,5,,5,,,,,
2006,SUMMER,7,Pokémon Ranger and the Temple of the Sea,Pokémon Ranger and the Temple of the Sea,Pocket Monsters Advanced Generation: Pokémon Ranger to Umi no Ouji Manaphy,5,,5,,,,,
2006,SUMMER,8,Kemonozume,,Kemonozume,5,,5,,,,,
2006,SUMMER,9,Honey and Clover II,Honey and Clover II,Hachimitsu to Clover II,5,,5,,,,,
2006,SUMMER,10,Le Chevalier D'Eon,,Le Chevalier D'Eon,5,,5,,,,,
2006,SUMMER,11,Powerpuff Girls Z,Powerpuff Girls Z,Demashitaa! Powerpuff Girls Z,3,,3,,,,,
2006,SUMMER,12,Brave Story,Brave Story,Brave Story,3,,3,,,,,
2006,SUMMER,13,Tonagura!,Tonagura!,Tonagura!,3,,3,,,,,
2006,SUMMER,14,FLAG,,FLAG,3,,3,,,,,
2006,SUMMER,15,Rec Special,,Rec Special,3,,3,,,,,
2006,SUMMER,16,NIGHT HEAD GENESIS,,NIGHT HEAD GENESIS,3,,3,,,,,
2006,SUMMER,17,Binbou Shimai Monogatari,,Binbou Shimai Monogatari,3,,3,,,,,
2006,SUMMER,18,Mobile Suit Gundam Seed C.E.73 Stargazer,Mobile Suit Gundam Seed C.E.73: Stargazer,Kidou Senshi Gundam SEED C.E.73: Stargazer,3,,3,,,,,
2006,SUMMER,19,Save Me! Lollipop,Save Me! Lollipop,Mamotte! Lollipop,3,,3,,,,,
2006,SUMMER,20,Demon Prince Enma,Demon Prince Enma,Kikoushi Enma,3,,3,,,,,
2006,SPRING,1,Gintama,Gintama,Gintama,7,,7,,,,,
2006,SPRING,2,Ouran High School Host Club,Ouran High School Host Club,Ouran Koukou Host Club,7,,7,,,,,
2006,SPRING,3,Black Lagoon,Black Lagoon,BLACK LAGOON,7,,7,,,,,
2006,SPRING,4,The Melancholy of Haruhi Suzumiya,The Melancholy of Haruhi Suzumiya,Suzumiya Haruhi no Yuuutsu,7,,7,,,,,
2006,SPRING,5,NANA,NANA,NANA,7,,7,,,,,
2006,SPRING,6,When They Cry,When They Cry,Higurashi no Naku Koro ni,5,,5,,,,,
2006,SPRING,7,xxxHOLiC,xxxHOLiC,xxxHOLiC,5,,5,,,,,
2006,SPRING,8,Air Gear,Air Gear,Air Gear,5,,5,,,,,
2006,SPRING,9,Utawarerumono,Utawarerumono,Utawarerumono,5,,5,,,,,
2006,SPRING,10,Strawberry Panic,Strawberry Panic,Strawberry Panic,5,,5,,,,,
2006,SPRING,11,School Rumble 2nd Term,School Rumble 2nd Term,School Rumble Ni Gakki,3,,3,,,,,
2006,SPRING,12,ARIA The NATURAL,ARIA The NATURAL,ARIA The NATURAL,3,,3,,,,,
2006,SPRING,13,Witchblade,Witchblade,Witchblade,3,,3,,,,,
2006,SPRING,14,BLEACH The Sealed Sword Frenzy,,BLEACH: The Sealed Sword Frenzy,3,,3,,,,,
2006,SPRING,15,One Piece Mega Mecha Soldier of Karakuri Castle,One Piece: Mega Mecha Soldier of Karakuri Castle,ONE PIECE THE MOVIE: Karakuri-jou no Mecha Kyohei,3,,3,,,,,
2006,SPRING,16,Digimon Data Squad,Digimon Data Squad,Digimon Savers,3,,3,,,,,
2006,SPRING,17,The Story of Saiunkoku,The Story of Saiunkoku,Saiunkoku Monogatari,3,,3,,,,,
2006,SPRING,18,Tsubasa RESERVoir CHRoNiCLE 2nd Season,Tsubasa RESERVoir CHRoNiCLE 2nd Season,Tsubasa Chronicle 2nd Season,3,,3,,,,,
2006,SPRING,19,Fullmetal Alchemist Premium OVA Collection,Fullmetal Alchemist: Premium OVA Collection,Hagane no Renkinjutsushi: PREMIUM COLLECTION,3,,3,,,,,
2006,SPRING,20,Pokémon The Mastermind of Mirage Pokémon,Pokémon: The Mastermind of Mirage Pokémon,Senritsu no Mirage Pokémon,3,,3,,,,,
2006,WINTER,1,Fatestay night,Fate/stay night,Fate/stay night,7,,7,,,,,
2006,WINTER,2,Hellsing Ultimate,Hellsing Ultimate,HELLSING OVA,7,,7,,,,,
2006,WINTER,3,Ergo Proxy,Ergo Proxy,Ergo Proxy,7,,7,,,,,
2006,WINTER,4,Rec,,Rec,7,,7,,,,,
2006,WINTER,5,Looking Up at the Half-Moon,Looking Up at the Half-Moon,Hanbun no Tsuki ga Noboru Sora,7,,7,,,,,
2006,WINTER,6,Ayakashi Samurai Horror Tales,Ayakashi: Samurai Horror Tales,ayakashi: Japanese Classic Horror,5,,5,,,,,
2006,WINTER,7,Origin Spirits of the Past,Origin: Spirits of the Past,Giniro no Kami no Agito,5,,5,,,,,
2006,WINTER,8,NARUTO Narutimate Hero 3 Tsui ni Gekitotsu! Jounin VS Genin!! Musabetsu Dairansen Taikai Kaisai!!,,NARUTO: Narutimate Hero 3: Tsui ni Gekitotsu! Jounin VS Genin!! Musabetsu Dairansen Taikai Kaisai!!,5,,5,,,,,
2006,WINTER,9,Major S2,,Major S2,5,,5,,,,,
2006,WINTER,10,Genshiken OVA,,Genshiken OVA,5,,5,,,,,
2006,WINTER,11,Girl Meets Girl,Girl Meets Girl,Kashimashi: Girl Meets Girl,3,,3,,,,,
2006,WINTER,12,Rozen Maiden Ouvertüre,,Rozen Maiden: Ouvertüre,3,,3,,,,,
2006,WINTER,13,Ah My Buddha Katsu,Ah My Buddha Katsu,Amaenaide yo!! Katsu!!,3,,3,,,,,
2006,WINTER,14,Shakugan no Shana Koi to Onsen no Kougai Gakushuu!,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu! ,Shakugan no Shana Special: Koi to Onsen no Kougai Gakushuu!,3,,3,,,,,
2006,WINTER,15,Shakugan no Shana Specials,Shakugan no Shana Specials,Shakugan no Shana Specials,3,,3,,,,,
2006,WINTER,16,Magikano,Magikano,Magikano,3,,3,,,,,
2006,WINTER,17,Ghost in the Shell S.A.C. 2nd GIG - Individual Eleven,Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,3,,3,,,,,
2006,WINTER,18,PreCure Splash Star,PreCure Splash Star,Futari wa Precure: Splash☆Star,3,,3,,,,,
2006,WINTER,19,Doraemon Nobita no Kyouryuu (2006),,Doraemon: Nobita no Kyouryuu (2006),3,,3,,,,,
2006,WINTER,20,Maria Watches Over Us 3rd Season OVA,Maria Watches Over Us 3rd Season OVA,Maria-sama ga Miteru 3rd Season OVA,3,,3,,,,,
2005,FALL,1,MUSHI-SHI,MUSHI-SHI,Mushishi,7,,7,,,,,
2005,FALL,2,Shakugan no Shana,Shakugan no Shana,Shakugan no Shana,7,,7,,,,,
2005,FALL,3,Hell Girl,Hell Girl,Jigoku Shoujo,7,,7,,,,,
2005,FALL,4,Blood+,Blood+,BLOOD+,7,,7,,,,,
2005,FALL,5,Paradise Kiss,,Paradise Kiss,7,,7,,,,,
2005,FALL,6,ARIA The ANIMATION,ARIA The ANIMATION,ARIA The ANIMATION,5,,5,,,,,
2005,FALL,7,Black Cat,Black Cat,Black Cat,5,,5,,,,,
2005,FALL,8,Akagi,Akagi,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,5,,5,,,,,
2005,FALL,9,Final Fantasy VII Advent Children,,Final Fantasy VII: Advent Children,5,,5,,,,,
2005,FALL,10,Karin Chibi Vampire,Karin: Chibi Vampire,Karin,5,,5,,,,,
2005,FALL,11,Noein To Your Other Self,Noein: To Your Other Self,Noein: Mou Hitori no Kimi e,3,,3,,,,,
2005,FALL,12,Rozen Maiden Dreaming,Rozen Maiden: Dreaming,Rozen Maiden: Träumend,3,,3,,,,,
2005,FALL,13,Magical Girl Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,Mahou Shoujo Lyrical Nanoha A's,3,,3,,,,,
2005,FALL,14,Gintama Jump Festa 2005 Special,,Gintama: Jump Festa 2005 Special,3,,3,,,,,
2005,FALL,15,Kino no Tabi the Beautiful World - Tou no Kuni Free Lance,,Kino no Tabi: the Beautiful World - Tou no Kuni: Free Lance,3,,3,,,,,
2005,FALL,16,Final Fantasy VII Last Order,Final Fantasy VII: Last Order,Final Fantasy VII: Last Order,3,,3,,,,,
2005,FALL,17,My-Otome,My-Otome,Mai-Otome,3,,3,,,,,
2005,FALL,18,Skating Rink Kaleidoscope,Skating Rink Kaleidoscope,Ginban Kaleidoscope,3,,3,,,,,
2005,FALL,19,Ghost in the Shell Stand Alone Complex - The Laughing Man,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,3,,3,,,,,
2005,FALL,20,Lamune,,Lamune,3,,3,,,,,
2005,SUMMER,1,Fullmetal Alchemist The Movie - Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,Hagane no Renkinjutsushi: Shamballa wo Yuku Mono,7,,7,,,,,
2005,SUMMER,2,SHUFFLE!,,SHUFFLE!,7,,7,,,,,
2005,SUMMER,3,Naruto the Movie Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,NARUTO: Dai Gekitotsu! Maboroshi no Chitei Iseki Dattebayo,7,,7,,,,,
2005,SUMMER,4,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,Full Metal Panic! The Second Raid,7,,7,,,,,
2005,SUMMER,5,Strawberry Marshmallow,Strawberry Marshmallow,Ichigo Mashimaro,7,,7,,,,,
2005,SUMMER,6,Pokémon Lucario and the Mystery of Mew,Pokémon: Lucario and the Mystery of Mew,Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,5,,5,,,,,
2005,SUMMER,7,Suzuka,Suzuka,Suzuka,5,,5,,,,,
2005,SUMMER,8,Mars of Destruction,Mars of Destruction,Hametsu no Mars,5,,5,,,,,
2005,SUMMER,9,Kamichu!,Kamichu!,Kamichu!,5,,5,,,,,
2005,SUMMER,10,Pani Poni Dash!,Pani Poni Dash!,Paniponi Dash!,5,,5,,,,,
2005,SUMMER,11,Gun x Sword,Gun x Sword,Gun x Sword,3,,3,,,,,
2005,SUMMER,12,Sugar Sugar Rune,,Sugar Sugar Rune,3,,3,,,,,
2005,SUMMER,13,Ah My Buddha!!,Ah My Buddha!!,Amaenaide yo!!,3,,3,,,,,
2005,SUMMER,14,xxxHOLiC - A Midsummer Night's Dream,xxxHOLiC - A Midsummer Night's Dream,xxxHOLiC: Manatsu no Yoru no Yume,3,,3,,,,,
2005,SUMMER,15,Air in Summer,Air in Summer,AIR in Summer,3,,3,,,,,
2005,SUMMER,16,Full Metal Panic! The Second Raid Zenyasai - Scene 00,,Full Metal Panic! The Second Raid: Zenyasai - Scene 00,3,,3,,,,,
2005,SUMMER,17,Tsubasa Reservoir Chronicle the Movie The Princess in the Birdcage Kingdom,Tsubasa Reservoir Chronicle the Movie: The Princess in the Birdcage Kingdom,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,3,,3,,,,,
2005,SUMMER,18,D.C.S.S. ~Da Capo Second Season~,D.C.S.S. ~Da Capo Second Season~,D.C.S.S.: Da Capo Second Season,3,,3,,,,,
2005,SUMMER,19,Okusama wa Joshikousei,,Okusama wa Joshikousei,3,,3,,,,,
2005,SUMMER,20,Ichigo Mashimaro Episode 0,,Ichigo Mashimaro Episode 0,3,,3,,,,,
2005,SPRING,1,Eureka Seven,Eureka Seven,Koukyoushihen Eureka Seven,7,,7,,,,,
2005,SPRING,2,Honey and Clover,Honey and Clover,Hachimitsu to Clover,7,,7,,,,,
2005,SPRING,3,Bludgeoning Angel Dokuro-chan,Bludgeoning Angel Dokuro-chan,Bokusatsu Tenshi Dokuro-chan,7,,7,,,,,
2005,SPRING,4,Tsubasa RESERVoir CHRoNiCLE,Tsubasa RESERVoir CHRoNiCLE,Tsubasa Chronicle,7,,7,,,,,
2005,SPRING,5,Elfen Lied Just How Did the Young Girl Arrive at Those Feelings,Elfen Lied: Just How Did the Young Girl Arrive at Those Feelings?,"Elfen Lied: Tooriame nite - Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka?",7,,7,,,,,
2005,SPRING,6,Eyeshield 21,Eyeshield 21,Eyeshield 21,5,,5,,,,,
2005,SPRING,7,Basilisk,Basilisk,Basilisk: Kouga Ninpouchou,5,,5,,,,,
2005,SPRING,8,One Piece Baron Omatsuri and the Secret Island,One Piece: Baron Omatsuri and the Secret Island,ONE PIECE THE MOVIE: Omatsuri Danshaku to Himitsu no Shima,5,,5,,,,,
2005,SPRING,9,Trinity Blood,Trinity Blood,Trinity Blood,5,,5,,,,,
2005,SPRING,10,Speed Grapher,Speed Grapher,Speed Grapher,5,,5,,,,,
2005,SPRING,11,The Law of Ueki,The Law of Ueki,Ueki no Housoku,3,,3,,,,,
2005,SPRING,12,Strawberry 100%,Strawberry 100%,Ichigo 100%,3,,3,,,,,
2005,SPRING,13,Aquarion,Aquarion,Sousei no Aquarion,3,,3,,,,,
2005,SPRING,14,Loveless,Loveless,LOVELESS,3,,3,,,,,
2005,SPRING,15,Elemental Gelade,Elemental Gelade,Erementar Gerad,3,,3,,,,,
2005,SPRING,16,He is My Master,He is My Master,Kore ga Watashi no Goshujin-sama,3,,3,,,,,
2005,SPRING,17,Emma A Victorian Romance,Emma: A Victorian Romance,Eikoku Koi Monogatari Emma,3,,3,,,,,
2005,SPRING,18,Case Closed Strategy Above the Depths,Case Closed: Strategy Above the Depths,Meitantei Conan: Suihei Senjou no Sutoratejii,3,,3,,,,,
2005,SPRING,19,Karas,Karas,KARAS,3,,3,,,,,
2005,SPRING,20,Marchen Awakens Romance,Marchen Awakens Romance,MÄR,3,,3,,,,,
2005,WINTER,1,Air,Air,AIR,7,,7,,,,,
2005,WINTER,2,Negima!,Negima!,Mahou Sensei Negima!,7,,7,,,,,
2005,WINTER,3,Oh! My Goddess (TV),Oh! My Goddess (TV),Aa! Megami-sama! (TV),7,,7,,,,,
2005,WINTER,4,Peach Girl Super Pop Love Hurricane,Peach Girl: Super Pop Love Hurricane,Peach Girl,7,,7,,,,,
2005,WINTER,5,Kino no Tabi Nanika wo Suru Tame ni -life goes on.-,,Kino no Tabi: Nanika wo Suru Tame ni -life goes on.-,7,,7,,,,,
2005,WINTER,6,Pale Cocoon,Pale Cocoon,Pale Cocoon,5,,5,,,,,
2005,WINTER,7,School Days,,School Days,5,,5,,,,,
2005,WINTER,8,GIRLS Bravo second season,,GIRLS Bravo: second season,5,,5,,,,,
2005,WINTER,9,Saint Seiya The Hades Chapter - Inferno,Saint Seiya: The Hades Chapter - Inferno,Saint Seiya: Meiou Hades Meikai-hen,5,,5,,,,,
2005,WINTER,10,School Rumble OVA,School Rumble OVA,School Rumble Ichi Gakki Hoshuu,5,,5,,,,,
2005,WINTER,11,Air The Motion Picture,Air: The Motion Picture,AIR (Movie),3,,3,,,,,
2005,WINTER,12,PreCure Max Heart,PreCure Max Heart,Futari wa Precure: Max Heart,3,,3,,,,,
2005,WINTER,13,Sukisho,Sukisho,Suki na Mono wa Suki Dakara Shou ga Nai!!,3,,3,,,,,
2005,WINTER,14,Honey and Clover Specials,Honey and Clover Specials,Hachimitsu to Clover Specials,3,,3,,,,,
2005,WINTER,15,"Iriya no Sora, UFO no Natsu",,"Iriya no Sora, UFO no Natsu",3,,3,,,,,
2005,WINTER,16,Mahoraba ~HeartfuL days~,Mahoraba ~HeartfuL days~,Mahoraba: Heartful days,3,,3,,,,,
2005,WINTER,17,I''s Pure,I''s Pure,I''s Pure,3,,3,,,,,
2005,WINTER,18,Digimon X-Evolution,,Digimon X-Evolution,3,,3,,,,,
2005,WINTER,19,Mobile Suit Gundam Seed Destiny Final Plus The Chosen Future,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,Kidou Senshi Gundam SEED DESTINY FINAL PLUS: Erabareta Mirai,3,,3,,,,,
2005,WINTER,20,Soukyuu no Fafner RIGHT OF LEFT - single program,,Soukyuu no Fafner: RIGHT OF LEFT - single program,3,,3,,,,,
2004,FALL,1,Bleach,Bleach,BLEACH,7,,7,,,,,
2004,FALL,2,Howl‘s Moving Castle,Howl‘s Moving Castle,Howl no Ugoku Shiro,7,,7,,,,,
2004,FALL,3,Beck Mongolian Chop Squad,Beck: Mongolian Chop Squad,BECK,7,,7,,,,,
2004,FALL,4,School Rumble,School Rumble,School Rumble,7,,7,,,,,
2004,FALL,5,Gankutsuou The Count of Monte Cristo,Gankutsuou: The Count of Monte Cristo,Gankutsuou,7,,7,,,,,
2004,FALL,6,The Place Promised in Our Early Days,The Place Promised in Our Early Days,"Kumo no Mukou, Yakusoku no Basho",5,,5,,,,,
2004,FALL,7,Yu-Gi-Oh! GX,Yu-Gi-Oh! GX,Yu☆Gi☆Oh! Duel Monsters GX,5,,5,,,,,
2004,FALL,8,Genshiken,Genshiken,Genshiken,5,,5,,,,,
2004,FALL,9,Rozen Maiden,Rozen Maiden,Rozen Maiden,5,,5,,,,,
2004,FALL,10,Desert Punk,Desert Punk,Sunabouzu,5,,5,,,,,
2004,FALL,11,Magical Girl Lyrical Nanoha,Magical Girl Lyrical Nanoha,Mahou Shoujo Lyrical Nanoha,3,,3,,,,,
2004,FALL,12,Gunbuster 2 Diebuster,Gunbuster 2: Diebuster,Top wo Nerae 2! DIEBUSTER,3,,3,,,,,
2004,FALL,13,Major S1,,Major S1,3,,3,,,,,
2004,FALL,14,My-HiME,My-HiME,Mai-HiME,3,,3,,,,,
2004,FALL,15,Yakitate!! Japan,,Yakitate!! Japan,3,,3,,,,,
2004,FALL,16,Mobile Suit Gundam Seed Destiny,Mobile Suit Gundam Seed Destiny,Kidou Senshi Gundam SEED DESTINY,3,,3,,,,,
2004,FALL,17,Gakuen Alice,,Gakuen Alice,3,,3,,,,,
2004,FALL,18,InuYasha the Movie 4 Fire on the Mystic Island,InuYasha the Movie 4: Fire on the Mystic Island,Inuyasha: Guren no Houraijima,3,,3,,,,,
2004,FALL,19,Destiny of the Shrine Maiden,Destiny of the Shrine Maiden,Kannazuki no Miko,3,,3,,,,,
2004,FALL,20,MoonPhase,MoonPhase,Tsukuyomi: MOON PHASE,3,,3,,,,,
2004,SUMMER,1,Elfen Lied,Elfen Lied,Elfen Lied,7,,7,,,,,
2004,SUMMER,2,Naruto the Movie Ninja Clash in the Land of Snow,Naruto the Movie: Ninja Clash in the Land of Snow,NARUTO: Dai Katsugeki! Yuki Hime Ninpouchou Dattebayo!!,7,,7,,,,,
2004,SUMMER,3,Pokémon Destiny Deoxys,Pokémon: Destiny Deoxys,Pocket Monsters Advanced Generation: Rekkuu no Houmonsha Deoxys,7,,7,,,,,
2004,SUMMER,4,Mind Game,Mind Game,Mind Game,7,,7,,,,,
2004,SUMMER,5,Gantz Second Stage,Gantz: Second Stage,GANTZ 2,7,,7,,,,,
2004,SUMMER,6,Girls Bravo,Girls Bravo,GIRLS Bravo: first season,5,,5,,,,,
2004,SUMMER,7,DearS,DearS,DearS,5,,5,,,,,
2004,SUMMER,8,Samurai 7,Samurai 7,Samurai 7,5,,5,,,,,
2004,SUMMER,9,Steamboy,Steamboy,Steamboy,5,,5,,,,,
2004,SUMMER,10,Yu-Gi-Oh! The Movie Pyramid of Light,Yu-Gi-Oh! The Movie: Pyramid of Light,Yu☆Gi☆Oh!: Hikari no Pyramid,5,,5,,,,,
2004,SUMMER,11,Fafner,Fafner,Soukyuu no Fafner,3,,3,,,,,
2004,SUMMER,12,Re Cutie Honey,,Re: Cutie Honey,3,,3,,,,,
2004,SUMMER,13,Hidden Leaf Village Grand Sports Festival,Hidden Leaf Village Grand Sports Festival,NARUTO: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,3,,3,,,,,
2004,SUMMER,14,Ninja Nonsense,Ninja Nonsense,Ninin ga Shinobuden,3,,3,,,,,
2004,SUMMER,15,Kurau Phantom Memory,Kurau Phantom Memory,Kurau Phantom Memory,3,,3,,,,,
2004,SUMMER,16,Maria Watches Over Us Printemps,Maria Watches Over Us: Printemps,Maria-sama ga Miteru: Haru,3,,3,,,,,
2004,SUMMER,17,Mobile Suit Gundam MS IGLOO The Hidden One Year War,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,Kidou Senshi Gundam MS IGLOO: Ichinen Sensou Hiwa,3,,3,,,,,
2004,SUMMER,18,Otogi Zoshi The Legend of Magatama,Otogi Zoshi: The Legend of Magatama,Otogizoushi,3,,3,,,,,
2004,SUMMER,19,Ojamajo Doremi Na-i-sho,,Ojamajo Doremi Na-i-sho,3,,3,,,,,
2004,SUMMER,20,Ghost Talker's Daydream,Ghost Talker's Daydream,Teizokurei DAYDREAM,3,,3,,,,,
2004,SPRING,1,Monster,Monster,MONSTER,7,,7,,,,,
2004,SPRING,2,Samurai Champloo,Samurai Champloo,Samurai Champloo,7,,7,,,,,
2004,SPRING,3,Gantz,Gantz,GANTZ,7,,7,,,,,
2004,SPRING,4,Initial D 4th Stage,Initial D 4th Stage,Initial D FOURTH STAGE,7,,7,,,,,
2004,SPRING,5,Ghost in the Shell 2 Innocence,Ghost in the Shell 2: Innocence,Innocence,7,,7,,,,,
2004,SPRING,6,Midori Days,Midori Days,Midori no Hibi,5,,5,,,,,
2004,SPRING,7,Tenjho Tenge,Tenjho Tenge,Tenjou Tenge,5,,5,,,,,
2004,SPRING,8,HUNTER×HUNTER Greed Island Final,,HUNTER×HUNTER: Greed Island Final,5,,5,,,,,
2004,SPRING,9,Koi Kaze,,Koi Kaze,5,,5,,,,,
2004,SPRING,10,One Piece The Curse of the Sacred Sword,One Piece: The Curse of the Sacred Sword,ONE PIECE: Norowareta Seiken,5,,5,,,,,
2004,SPRING,11,Le Portrait de Petit Cossette,Le Portrait de Petit Cossette,Cossette no Shouzou,3,,3,,,,,
2004,SPRING,12,Kyo Kara Maoh! - God () Save Our King!,Kyo Kara Maoh! - God (?) Save Our King!,Kyou kara Maou!,3,,3,,,,,
2004,SPRING,13,Sgt. Frog,Sgt. Frog,Keroro Gunsou,3,,3,,,,,
2004,SPRING,14,Love You Baby,Love You Baby,Aishiteruze Baby★★,3,,3,,,,,
2004,SPRING,15,Case Closed Magician of the Silver Sky,Case Closed: Magician of the Silver Sky,Meitantei Conan: Ginyoku no Magician,3,,3,,,,,
2004,SPRING,16,Burst Angel,Burst Angel,Bakuretsu Tenshi,3,,3,,,,,
2004,SPRING,17,Appleseed (Movie),Appleseed (Movie),Appleseed (Movie),3,,3,,,,,
2004,SPRING,18,This Ugly Yet Beautiful World,This Ugly Yet Beautiful World,Kono Minikuku mo Utsukushii Sekai,3,,3,,,,,
2004,SPRING,19,Madlax,,Madlax,3,,3,,,,,
2004,SPRING,20,Mermaid Melody Pichi Pichi Pitch Pure,,Mermaid Melody: Pichi Pichi Pitch Pure,3,,3,,,,,
2004,WINTER,1,Paranoia Agent,Paranoia Agent,Mousou Dairinin,7,,7,,,,,
2004,WINTER,2,Ghost in the Shell Stand Alone Complex 2nd GIG,Ghost in the Shell: Stand Alone Complex 2nd GIG,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,7,,7,,,,,
2004,WINTER,3,Dead Leaves,Dead Leaves,Dead Leaves,7,,7,,,,,
2004,WINTER,4,Precure,Precure,Futari wa Precure,7,,7,,,,,
2004,WINTER,5,Maria Watches Over Us,Maria Watches Over Us,Maria-sama ga Miteru,7,,7,,,,,
2004,WINTER,6,Tenkuu Danzai Skelter Heaven,,Tenkuu Danzai Skelter Heaven,5,,5,,,,,
2004,WINTER,7,Wolf's Rain OVA,,Wolf's Rain OVA,5,,5,,,,,
2004,WINTER,8,The Gokusen,The Gokusen,Gokusen,5,,5,,,,,
2004,WINTER,9,Mezzo,Mezzo,MEZZO,5,,5,,,,,
2004,WINTER,10,Saint Seiya The Heaven Chapter - Overture,Saint Seiya: The Heaven Chapter - Overture,Saint Seiya: Tenkai-hen Josou - overture,5,,5,,,,,
2004,WINTER,11,Sensitive Pornograph,,Sensitive Pornograph,3,,3,,,,,
2004,WINTER,12,Hikaru no Go Hokuto Hai e no Michi,,Hikaru no Go: Hokuto Hai e no Michi,3,,3,,,,,
2004,WINTER,13,Case Closed Conan and Kid and Crystal Mother,Case Closed: Conan and Kid and Crystal Mother,Meitantei Conan: Conan to Kid to Crystal Mother,3,,3,,,,,
2004,WINTER,14,Yumeria,,Yumeria,3,,3,,,,,
2004,WINTER,15,Yugo the Negotiator,Yugo the Negotiator,Yuugo: Negotiator,3,,3,,,,,
2004,WINTER,16,Daphne in the Brilliant Blue,Daphne in the Brilliant Blue,Hikari to Mizu no Daphne,3,,3,,,,,
2004,WINTER,17,Area 88 (TV),,Area 88 (TV),3,,3,,,,,
2004,WINTER,18,Phantom The Animation,Phantom: The Animation,Phantom: THE ANIMATION,3,,3,,,,,
2004,WINTER,19,Sexfriend,,Sexfriend,3,,3,,,,,
2004,WINTER,20,Kujibiki Unbalance,,Kujibiki Unbalance,3,,3,,,,,
2003,FALL,1,Fullmetal Alchemist,Fullmetal Alchemist,Hagane no Renkinjutsushi,7,,7,,,,,
2003,FALL,2,Tokyo Godfathers,Tokyo Godfathers,Tokyo Godfathers,7,,7,,,,,
2003,FALL,3,Planetes,Planetes,Planetes,7,,7,,,,,
2003,FALL,4,Gunslinger Girl,Gunslinger Girl,GUNSLINGER GIRL,7,,7,,,,,
2003,FALL,5,Gungrave,Gungrave,Gungrave,7,,7,,,,,
